Date,Tournament,Surface,Round,WinnerName,LoserName,Player1,Player2,Winner,Player1Rank,Player2Rank,Score,Tour,Year
2022-08-08,Canada Masters,Hard,R32,Nick Kyrgios,Daniil Medvedev,Nick Kyrgios,Daniil Medvedev,Player1,37.0,1.0,6-7(2) 6-4 6-2,ATP,2022
2022-08-08,Canada Masters,Hard,R16,Hubert Hurkacz,Albert Ramos,Hubert Hurkacz,Albert Ramos,Player1,10.0,43.0,6-7(6) 6-2 7-6(3),ATP,2022
2022-08-08,Canada Masters,Hard,R16,Nick Kyrgios,Alex De Minaur,Nick Kyrgios,Alex De Minaur,Player1,37.0,21.0,6-2 6-3,ATP,2022
2022-08-08,Canada Masters,Hard,R16,Daniel Evans,Taylor Fritz,Daniel Evans,Taylor Fritz,Player1,39.0,13.0,7-6(5) 1-6 7-5,ATP,2022
2022-08-08,Canada Masters,Hard,QF,Pablo Carreno Busta,Jack Draper,Pablo Carreno Busta,Jack Draper,Player1,23.0,82.0,7-6(4) 6-1,ATP,2022
2022-08-08,Canada Masters,Hard,R16,Casper Ruud,Roberto Bautista Agut,Casper Ruud,Roberto Bautista Agut,Player1,7.0,18.0,6-7(4) 7-6(4) 6-4,ATP,2022
2022-08-08,Canada Masters,Hard,QF,Hubert Hurkacz,Nick Kyrgios,Hubert Hurkacz,Nick Kyrgios,Player1,10.0,37.0,7-6(4) 6-7(5) 6-1,ATP,2022
2022-08-08,Toronto,Hard,R16,Qinwen Zheng,Bianca Andreescu,Bianca Andreescu,Qinwen Zheng,Player2,53.0,51.0,7-5 5-7 6-2,WTA,2022
2022-08-08,Canada Masters,Hard,SF,Hubert Hurkacz,Casper Ruud,Hubert Hurkacz,Casper Ruud,Player1,10.0,7.0,5-7 6-3 6-2,ATP,2022
2022-08-08,Canada Masters,Hard,F,Pablo Carreno Busta,Hubert Hurkacz,Pablo Carreno Busta,Hubert Hurkacz,Player1,23.0,10.0,3-6 6-3 6-3,ATP,2022
2022-08-08,Canada Masters,Hard,QF,Casper Ruud,Felix Auger Aliassime,Felix Auger Aliassime,Casper Ruud,Player2,9.0,7.0,6-1 6-2,ATP,2022
2022-08-15,Cincinnati,Hard,R16,Petra Kvitova,Ons Jabeur,Petra Kvitova,Ons Jabeur,Player1,28.0,5.0,6-1 4-6 6-0,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Ajla Tomljanovic,Veronika Kudermetova,Veronika Kudermetova,Ajla Tomljanovic,Player2,20.0,63.0,3-6 7-6(4) 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Elena Rybakina,Alison Riske Amritraj,Alison Riske Amritraj,Elena Rybakina,Player2,29.0,25.0,6-2 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Aryna Sabalenka,Shelby Rogers,Aryna Sabalenka,Shelby Rogers,Player1,7.0,30.0,6-4 6-7(2) 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Madison Keys,Iga Swiatek,Iga Swiatek,Madison Keys,Player2,1.0,24.0,6-3 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,QF,Caroline Garcia,Jessica Pegula,Caroline Garcia,Jessica Pegula,Player1,35.0,8.0,6-1 7-5,WTA,2022
2022-08-15,Cincinnati Masters,Hard,SF,Stefanos Tsitsipas,Daniil Medvedev,Daniil Medvedev,Stefanos Tsitsipas,Player2,1.0,7.0,7-6(6) 3-6 6-3,ATP,2022
2022-08-15,Cincinnati,Hard,QF,Madison Keys,Elena Rybakina,Elena Rybakina,Madison Keys,Player2,25.0,24.0,6-2 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,SF,Caroline Garcia,Aryna Sabalenka,Caroline Garcia,Aryna Sabalenka,Player1,35.0,7.0,6-2 4-6 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Jessica Pegula,Emma Raducanu,Jessica Pegula,Emma Raducanu,Player1,8.0,13.0,7-5 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,QF,Aryna Sabalenka,Shuai Zhang,Aryna Sabalenka,Shuai Zhang,Player1,7.0,44.0,6-4 7-6(1),WTA,2022
2022-08-15,Cincinnati,Hard,R16,Caroline Garcia,Elise Mertens,Elise Mertens,Caroline Garcia,Player2,33.0,35.0,6-4 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Elena Rybakina,Garbine Muguruza,Garbine Muguruza,Elena Rybakina,Player2,9.0,25.0,6-3 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Caroline Garcia,Maria Sakkari,Caroline Garcia,Maria Sakkari,Player1,35.0,3.0,7-6(2) 6-7(6) 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Iga Swiatek,Sloane Stephens,Iga Swiatek,Sloane Stephens,Player1,1.0,57.0,6-4 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Madison Keys,Jelena Ostapenko,Madison Keys,Jelena Ostapenko,Player1,24.0,15.0,6-4 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Alison Riske Amritraj,Marie Bouzkova,Alison Riske Amritraj,Marie Bouzkova,Player1,29.0,46.0,W/O,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Ajla Tomljanovic,Paula Badosa,Paula Badosa,Ajla Tomljanovic,Player2,4.0,63.0,6-7(3) 6-0 6-2,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Veronika Kudermetova,Simona Halep,Veronika Kudermetova,Simona Halep,Player1,20.0,6.0,W/O,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Petra Kvitova,Sorana Cirstea,Sorana Cirstea,Petra Kvitova,Player2,40.0,28.0,6-2 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Ons Jabeur,Caty Mcnally,Caty Mcnally,Ons Jabeur,Player2,179.0,5.0,6-3 4-6 7-6(7),WTA,2022
2022-08-15,Cincinnati,Hard,R32,Jessica Pegula,Marta Kostyuk,Jessica Pegula,Marta Kostyuk,Player1,8.0,74.0,6-7(5) 6-1 6-2,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Emma Raducanu,Victoria Azarenka,Victoria Azarenka,Emma Raducanu,Player2,22.0,13.0,6-0 6-2,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Aryna Sabalenka,Anna Kalinskaya,Anna Kalinskaya,Aryna Sabalenka,Player2,69.0,7.0,6-3 4-1 RET,WTA,2022
2022-08-15,Cincinnati,Hard,R16,Shuai Zhang,Anett Kontaveit,Anett Kontaveit,Shuai Zhang,Player2,2.0,44.0,2-6 6-4 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,QF,Petra Kvitova,Ajla Tomljanovic,Ajla Tomljanovic,Petra Kvitova,Player2,63.0,28.0,6-2 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Anett Kontaveit,Tereza Martincova,Anett Kontaveit,Tereza Martincova,Player1,2.0,71.0,3-6 7-5 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Shelby Rogers,Amanda Anisimova,Amanda Anisimova,Shelby Rogers,Player2,23.0,30.0,W/O,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Elise Mertens,Karolina Pliskova,Elise Mertens,Karolina Pliskova,Player1,33.0,17.0,7-6(3) 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Elena Rybakina,Mayar Sherif,Elena Rybakina,Mayar Sherif,Player1,25.0,58.0,6-3 6-2,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Sorana Cirstea,Belinda Bencic,Sorana Cirstea,Belinda Bencic,Player1,40.0,11.0,6-2 6-7(3) 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Simona Halep,Anastasia Potapova,Simona Halep,Anastasia Potapova,Player1,6.0,54.0,6-4 3-6 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Veronika Kudermetova,Barbora Krejcikova,Barbora Krejcikova,Veronika Kudermetova,Player2,19.0,20.0,6-3 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Ajla Tomljanovic,Taylor Townsend,Taylor Townsend,Ajla Tomljanovic,Player2,222.0,63.0,6-4 3-6 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Sloane Stephens,Alize Cornet,Sloane Stephens,Alize Cornet,Player1,57.0,37.0,6-1 6-0,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Alison Riske Amritraj,Sara Sorribes Tormo,Alison Riske Amritraj,Sara Sorribes Tormo,Player1,29.0,48.0,6-1 7-6(2),WTA,2022
2022-08-15,Cincinnati,Hard,R64,Marie Bouzkova,Coco Gauff,Coco Gauff,Marie Bouzkova,Player2,12.0,46.0,7-5 1-0 RET,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Jelena Ostapenko,Beatriz Haddad Maia,Jelena Ostapenko,Beatriz Haddad Maia,Player1,15.0,16.0,6-4 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Madison Keys,Yulia Putintseva,Yulia Putintseva,Madison Keys,Player2,38.0,24.0,7-5 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Caty Mcnally,Aliaksandra Sasnovich,Caty Mcnally,Aliaksandra Sasnovich,Player1,179.0,36.0,6-3 3-6 7-6(2),WTA,2022
2022-08-15,Cincinnati,Hard,R64,Petra Kvitova,Jil Teichmann,Petra Kvitova,Jil Teichmann,Player1,28.0,21.0,6-7(2) 7-6(6) 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Elise Mertens,Anhelina Kalinina,Elise Mertens,Anhelina Kalinina,Player1,33.0,53.0,6-1 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Marta Kostyuk,Camila Giorgi,Camila Giorgi,Marta Kostyuk,Player2,65.0,74.0,6-4 5-7 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Victoria Azarenka,Kaia Kanepi,Victoria Azarenka,Kaia Kanepi,Player1,22.0,31.0,6-3 4-6 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Emma Raducanu,Serena Williams,Serena Williams,Emma Raducanu,Player2,612.0,13.0,6-4 6-0,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Tereza Martincova,Nuria Parrizas Diaz,Nuria Parrizas Diaz,Tereza Martincova,Player2,62.0,71.0,6-7(4) 6-4 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Shuai Zhang,Naomi Osaka,Shuai Zhang,Naomi Osaka,Player1,44.0,39.0,6-4 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Ekaterina Alexandrova,Leylah Fernandez,Ekaterina Alexandrova,Leylah Fernandez,Player1,27.0,14.0,6-4 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Amanda Anisimova,Daria Kasatkina,Daria Kasatkina,Amanda Anisimova,Player2,10.0,23.0,6-4 6-4,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Shelby Rogers,Sofia Kenin,Sofia Kenin,Shelby Rogers,Player2,412.0,30.0,6-2 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Anna Kalinskaya,Martina Trevisan,Martina Trevisan,Anna Kalinskaya,Player2,26.0,69.0,7-6(2) 7-5,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Karolina Pliskova,Venus Williams,Karolina Pliskova,Venus Williams,Player1,17.0,1500.0,7-5 6-1,WTA,2022
2022-08-15,Cincinnati,Hard,R64,Caroline Garcia,Petra Martic,Caroline Garcia,Petra Martic,Player1,35.0,56.0,6-3 6-3,WTA,2022
2022-08-15,Cincinnati,Hard,R32,Shuai Zhang,Ekaterina Alexandrova,Ekaterina Alexandrova,Shuai Zhang,Player2,27.0,44.0,6-3 6-4,WTA,2022
2022-08-15,Cincinnati Masters,Hard,F,Borna Coric,Stefanos Tsitsipas,Stefanos Tsitsipas,Borna Coric,Player2,7.0,152.0,7-6(0) 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Marin Cilic,Emil Ruusuvuori,Emil Ruusuvuori,Marin Cilic,Player2,44.0,17.0,6-4 6-7(5) 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,SF,Borna Coric,Cameron Norrie,Cameron Norrie,Borna Coric,Player2,11.0,152.0,6-3 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Felix Auger Aliassime,Alex De Minaur,Felix Auger Aliassime,Alex De Minaur,Player1,9.0,20.0,6-3 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,QF,Stefanos Tsitsipas,John Isner,John Isner,Stefanos Tsitsipas,Player2,50.0,7.0,7-6(5) 5-7 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,QF,Cameron Norrie,Carlos Alcaraz,Cameron Norrie,Carlos Alcaraz,Player1,11.0,4.0,7-6(4) 6-7(4) 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,QF,Borna Coric,Felix Auger Aliassime,Borna Coric,Felix Auger Aliassime,Player1,152.0,9.0,6-4 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Daniil Medvedev,Denis Shapovalov,Daniil Medvedev,Denis Shapovalov,Player1,1.0,21.0,7-5 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Taylor Fritz,Andrey Rublev,Andrey Rublev,Taylor Fritz,Player2,8.0,13.0,6-7(4) 6-2 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Stefanos Tsitsipas,Diego Schwartzman,Diego Schwartzman,Stefanos Tsitsipas,Player2,16.0,7.0,6-3 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,John Isner,Sebastian Korda,Sebastian Korda,John Isner,Player2,52.0,50.0,7-6(3) 1-6 7-6(4),ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Cameron Norrie,Ben Shelton,Cameron Norrie,Ben Shelton,Player1,11.0,229.0,6-0 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Carlos Alcaraz,Marin Cilic,Carlos Alcaraz,Marin Cilic,Player1,4.0,17.0,7-6(4) 6-1,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Felix Auger Aliassime,Jannik Sinner,Jannik Sinner,Felix Auger Aliassime,Player2,12.0,9.0,2-6 7-6(1) 6-1,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Jannik Sinner,Miomir Kecmanovic,Miomir Kecmanovic,Jannik Sinner,Player2,36.0,12.0,7-5 3-1 RET,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R16,Borna Coric,Roberto Bautista Agut,Borna Coric,Roberto Bautista Agut,Player1,152.0,19.0,6-2 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Denis Shapovalov,Tommy Paul,Denis Shapovalov,Tommy Paul,Player1,21.0,31.0,3-6 6-4 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Taylor Fritz,Nick Kyrgios,Taylor Fritz,Nick Kyrgios,Player1,13.0,28.0,6-3 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Andrey Rublev,Fabio Fognini,Andrey Rublev,Fabio Fognini,Player1,8.0,61.0,6-7(7) 7-6(3) 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Stefanos Tsitsipas,Filip Krajinovic,Filip Krajinovic,Stefanos Tsitsipas,Player2,46.0,7.0,6-3 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Diego Schwartzman,Aslan Karatsev,Aslan Karatsev,Diego Schwartzman,Player2,38.0,16.0,7-6(3) 3-6 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Sebastian Korda,Frances Tiafoe,Sebastian Korda,Frances Tiafoe,Player1,52.0,25.0,4-6 6-1 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,John Isner,Hubert Hurkacz,Hubert Hurkacz,John Isner,Player2,10.0,50.0,7-6(5) 6-7(5) 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Ben Shelton,Casper Ruud,Ben Shelton,Casper Ruud,Player1,229.0,5.0,6-3 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Cameron Norrie,Andy Murray,Cameron Norrie,Andy Murray,Player1,11.0,47.0,3-6 6-3 6-4,ATP,2022
2022-08-15,Cincinnati,Hard,F,Caroline Garcia,Petra Kvitova,Petra Kvitova,Caroline Garcia,Player2,28.0,35.0,6-2 6-4,WTA,2022
2022-08-15,Cincinnati Masters,Hard,R32,Carlos Alcaraz,Mackenzie Mcdonald,Carlos Alcaraz,Mackenzie Mcdonald,Player1,4.0,72.0,6-3 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Daniil Medvedev,Botic Van De Zandschulp,Daniil Medvedev,Botic Van De Zandschulp,Player1,1.0,24.0,6-4 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Roberto Bautista Agut,Marcos Giron,Marcos Giron,Roberto Bautista Agut,Player2,54.0,19.0,6-3 6-3,ATP,2022
2022-08-15,Cincinnati,Hard,SF,Petra Kvitova,Madison Keys,Madison Keys,Petra Kvitova,Player2,24.0,28.0,6-7(6) 6-4 6-3,WTA,2022
2022-08-15,Cincinnati Masters,Hard,R64,Borna Coric,Lorenzo Musetti,Lorenzo Musetti,Borna Coric,Player2,33.0,152.0,7-6(2) 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,John Isner,Benjamin Bonzi,John Isner,Benjamin Bonzi,Player1,50.0,48.0,7-6(11) 3-6 7-6(4),ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Botic Van De Zandschulp,Maxime Cressy,Maxime Cressy,Botic Van De Zandschulp,Player2,32.0,24.0,6-2 4-6 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Tommy Paul,Jenson Brooksby,Tommy Paul,Jenson Brooksby,Player1,31.0,43.0,6-3 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Denis Shapovalov,Grigor Dimitrov,Grigor Dimitrov,Denis Shapovalov,Player2,18.0,21.0,7-6(4) 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Taylor Fritz,Sebastian Baez,Sebastian Baez,Taylor Fritz,Player2,35.0,13.0,6-1 6-1,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Nick Kyrgios,Alejandro Davidovich Fokina,Nick Kyrgios,Alejandro Davidovich Fokina,Player1,28.0,37.0,7-5 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R32,Borna Coric,Rafael Nadal,Rafael Nadal,Borna Coric,Player2,3.0,152.0,7-6(9) 4-6 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Filip Krajinovic,Daniel Evans,Daniel Evans,Filip Krajinovic,Player2,23.0,46.0,6-3 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Aslan Karatsev,Brandon Nakashima,Brandon Nakashima,Aslan Karatsev,Player2,66.0,38.0,7-5 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Diego Schwartzman,Alex Molcan,Diego Schwartzman,Alex Molcan,Player1,16.0,39.0,5-7 6-4 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Frances Tiafoe,Matteo Berrettini,Matteo Berrettini,Frances Tiafoe,Player2,15.0,25.0,7-6(3) 4-6 7-6(5),ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Sebastian Korda,Karen Khachanov,Sebastian Korda,Karen Khachanov,Player1,52.0,30.0,6-3 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Fabio Fognini,Albert Ramos,Fabio Fognini,Albert Ramos,Player1,61.0,40.0,6-2 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,QF,Daniil Medvedev,Taylor Fritz,Daniil Medvedev,Taylor Fritz,Player1,1.0,13.0,7-6(1) 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Andy Murray,Stan Wawrinka,Stan Wawrinka,Andy Murray,Player2,306.0,47.0,7-6(3) 5-7 7-5,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Cameron Norrie,Holger Rune,Cameron Norrie,Holger Rune,Player1,11.0,29.0,7-6(5) 4-6 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Marin Cilic,Jaume Munar,Jaume Munar,Marin Cilic,Player2,57.0,17.0,6-3 6-3,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Emil Ruusuvuori,J J Wolf,Emil Ruusuvuori,J J Wolf,Player1,44.0,83.0,7-6(2) 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Mackenzie Mcdonald,Nikoloz Basilashvili,Nikoloz Basilashvili,Mackenzie Mcdonald,Player2,34.0,72.0,6-0 6-1,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Alex De Minaur,Henri Laaksonen,Alex De Minaur,Henri Laaksonen,Player1,20.0,102.0,6-2 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Miomir Kecmanovic,Pablo Carreno Busta,Miomir Kecmanovic,Pablo Carreno Busta,Player1,36.0,14.0,1-6 7-5 7-6(4),ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Jannik Sinner,Thanasi Kokkinakis,Jannik Sinner,Thanasi Kokkinakis,Player1,12.0,75.0,6-7(9) 6-4 7-6(6),ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Roberto Bautista Agut,Francisco Cerundolo,Roberto Bautista Agut,Francisco Cerundolo,Player1,19.0,27.0,6-7(5) 6-4 6-2,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Marcos Giron,David Goffin,Marcos Giron,David Goffin,Player1,54.0,62.0,6-3 6-4,ATP,2022
2022-08-15,Cincinnati Masters,Hard,R64,Ben Shelton,Lorenzo Sonego,Ben Shelton,Lorenzo Sonego,Player1,229.0,56.0,7-6(5) 3-6 7-5,ATP,2022
2022-08-22,Cleveland,Hard,R32,Sofia Kenin,Dalayna Hewitt,Dalayna Hewitt,Sofia Kenin,Player2,437.0,415.0,6-4 6-3,WTA,2022
2022-08-22,Cleveland,Hard,F,Liudmila Samsonova,Aliaksandra Sasnovich,Liudmila Samsonova,Aliaksandra Sasnovich,Player1,45.0,36.0,6-1 6-3,WTA,2022
2022-08-22,Granby,Hard,R32,Diane Parry,Lulu Sun,Lulu Sun,Diane Parry,Player2,355.0,81.0,6-4 6-2,WTA,2022
2022-08-22,Granby,Hard,QF,Marta Kostyuk,Rebecca Marino,Rebecca Marino,Marta Kostyuk,Player2,112.0,72.0,6-2 4-6 6-2,WTA,2022
2022-08-22,Cleveland,Hard,R32,Martina Trevisan,Mayar Sherif,Martina Trevisan,Mayar Sherif,Player1,27.0,61.0,2-6 6-2 6-4,WTA,2022
2022-08-22,Granby,Hard,QF,Daria Kasatkina,Nuria Parrizas Diaz,Nuria Parrizas Diaz,Daria Kasatkina,Player2,64.0,10.0,6-3 6-2,WTA,2022
2022-08-22,Granby,Hard,SF,Daria Saville,Marta Kostyuk,Daria Saville,Marta Kostyuk,Player1,73.0,72.0,W/O,WTA,2022
2022-08-22,Granby,Hard,SF,Daria Kasatkina,Diane Parry,Daria Kasatkina,Diane Parry,Player1,10.0,81.0,6-2 6-0,WTA,2022
2022-08-22,Granby,Hard,F,Daria Kasatkina,Daria Saville,Daria Saville,Daria Kasatkina,Player2,73.0,10.0,6-4 6-4,WTA,2022
2022-08-22,Granby,Hard,QF,Diane Parry,Tatjana Maria,Diane Parry,Tatjana Maria,Player1,81.0,92.0,6-4 6-7(6) 7-6(4),WTA,2022
2022-08-22,Cleveland,Hard,R32,Bernarda Pera,Eri Hozumi,Bernarda Pera,Eri Hozumi,Player1,51.0,591.0,6-1 6-2,WTA,2022
2022-08-22,Granby,Hard,QF,Daria Saville,Xiyu Wang,Daria Saville,Xiyu Wang,Player1,73.0,75.0,6-3 6-0,WTA,2022
2022-08-22,Cleveland,Hard,R16,Shuai Zhang,Martina Trevisan,Shuai Zhang,Martina Trevisan,Player1,35.0,27.0,W/O,WTA,2022
2022-08-22,Granby,Hard,R32,Magdalena Frech,Danka Kovinic,Magdalena Frech,Danka Kovinic,Player1,104.0,80.0,7-6(3) 6-2,WTA,2022
2022-08-22,Granby,Hard,R32,Daria Kasatkina,Greet Minnen,Daria Kasatkina,Greet Minnen,Player1,10.0,109.0,6-7(4) 6-4 6-2,WTA,2022
2022-08-22,Granby,Hard,R16,Daria Saville,Katherine Sebov,Katherine Sebov,Daria Saville,Player2,307.0,73.0,6-1 6-0,WTA,2022
2022-08-22,Granby,Hard,R16,Xiyu Wang,Cadence Brace,Cadence Brace,Xiyu Wang,Player2,,75.0,7-6(4) 6-1,WTA,2022
2022-08-22,Granby,Hard,R16,Rebecca Marino,Jasmine Paolini,Rebecca Marino,Jasmine Paolini,Player1,112.0,57.0,4-6 6-1 6-2,WTA,2022
2022-08-22,Granby,Hard,R16,Marta Kostyuk,Marina Stakusic,Marina Stakusic,Marta Kostyuk,Player2,,72.0,6-7(3) 6-4 6-1,WTA,2022
2022-08-22,Granby,Hard,R16,Diane Parry,Tereza Martincova,Diane Parry,Tereza Martincova,Player1,81.0,69.0,6-3 7-6(1),WTA,2022
2022-08-22,Granby,Hard,R16,Tatjana Maria,Anna Bondar,Tatjana Maria,Anna Bondar,Player1,92.0,56.0,6-3 6-2,WTA,2022
2022-08-22,Granby,Hard,R16,Nuria Parrizas Diaz,Harriet Dart,Harriet Dart,Nuria Parrizas Diaz,Player2,93.0,64.0,6-2 6-4,WTA,2022
2022-08-22,Granby,Hard,R16,Daria Kasatkina,Magdalena Frech,Magdalena Frech,Daria Kasatkina,Player2,104.0,10.0,6-3 6-2,WTA,2022
2022-08-22,Cleveland,Hard,R32,Shuai Zhang,Katerina Siniakova,Katerina Siniakova,Shuai Zhang,Player2,77.0,35.0,6-2 6-1,WTA,2022
2022-08-22,Cleveland,Hard,R32,Barbora Krejcikova,Francesca Di Lorenzo,Francesca Di Lorenzo,Barbora Krejcikova,Player2,252.0,23.0,6-3 6-1,WTA,2022
2022-08-22,Granby,Hard,R32,Harriet Dart,Maryna Zanevska,Maryna Zanevska,Harriet Dart,Player2,98.0,93.0,6-4 7-5,WTA,2022
2022-08-22,Cleveland,Hard,SF,Aliaksandra Sasnovich,Alize Cornet,Alize Cornet,Aliaksandra Sasnovich,Player2,37.0,36.0,6-7(5) 7-5 6-3,WTA,2022
2022-08-22,Cleveland,Hard,R32,Ekaterina Alexandrova,Lauren Davis,Lauren Davis,Ekaterina Alexandrova,Player2,106.0,28.0,4-6 6-2 6-4,WTA,2022
2022-08-22,Cleveland,Hard,QF,Alize Cornet,Shuai Zhang,Shuai Zhang,Alize Cornet,Player2,35.0,37.0,6-4 6-2,WTA,2022
2022-08-22,Granby,Hard,R32,Anna Bondar,Kayla Cross,Anna Bondar,Kayla Cross,Player1,56.0,1162.0,6-3 6-4,WTA,2022
2022-08-22,Cleveland,Hard,R16,Bernarda Pera,Barbora Krejcikova,Barbora Krejcikova,Bernarda Pera,Player2,23.0,51.0,6-4 6-1,WTA,2022
2022-08-22,Granby,Hard,R32,Nuria Parrizas Diaz,Rebecca Peterson,Nuria Parrizas Diaz,Rebecca Peterson,Player1,64.0,83.0,6-2 6-1,WTA,2022
2022-08-22,Granby,Hard,R32,Daria Saville,Anna Karolina Schmiedlova,Daria Saville,Anna Karolina Schmiedlova,Player1,73.0,116.0,6-3 6-3,WTA,2022
2022-08-22,Granby,Hard,R32,Tereza Martincova,Oceane Dodin,Oceane Dodin,Tereza Martincova,Player2,99.0,69.0,6-2 7-5,WTA,2022
