Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Season,Winner
2022-12-03,Golden State Warriors,Houston Rockets,120,101,0.529,0.44,0.481,0.107,0.5,0.9,35,45,34,17,13,15,2022-23,Home
2022-12-04,San Antonio Spurs,Phoenix Suns,95,133,0.437,0.521,0.194,0.514,0.722,0.8,40,45,19,38,19,11,2022-23,Away
2022-12-04,New York Knicks,Cleveland Cavaliers,92,81,0.407,0.349,0.172,0.229,0.81,0.75,54,39,17,17,20,17,2022-23,Home
2022-12-04,New Orleans Pelicans,Denver Nuggets,121,106,0.506,0.506,0.423,0.258,0.778,0.667,36,43,29,24,10,19,2022-23,Home
2022-12-04,Washington Wizards,Los Angeles Lakers,119,130,0.467,0.542,0.256,0.385,0.733,0.727,44,51,24,34,10,15,2022-23,Away
2022-12-04,Brooklyn Nets,Boston Celtics,92,103,0.405,0.432,0.346,0.395,0.682,0.9,45,48,17,18,14,15,2022-23,Away
2022-12-04,Sacramento Kings,Chicago Bulls,110,101,0.465,0.442,0.302,0.36,0.895,0.842,46,39,30,17,18,16,2022-23,Home
2022-12-04,Detroit Pistons,Memphis Grizzlies,112,122,0.44,0.467,0.371,0.429,0.833,0.724,39,46,26,28,14,13,2022-23,Away
2022-12-04,Portland Trail Blazers,Indiana Pacers,116,100,0.488,0.44,0.425,0.303,0.682,0.833,45,44,32,22,15,15,2022-23,Home
2022-12-05,Atlanta Hawks,Oklahoma City Thunder,114,121,0.431,0.453,0.342,0.353,0.765,0.958,54,49,24,25,18,16,2022-23,Away
2022-12-05,Dallas Mavericks,Phoenix Suns,130,111,0.524,0.44,0.488,0.351,0.846,0.692,41,41,23,28,12,11,2022-23,Home
2022-12-05,Toronto Raptors,Boston Celtics,110,116,0.459,0.489,0.357,0.361,0.733,0.714,46,49,19,27,13,11,2022-23,Away
2022-12-05,Memphis Grizzlies,Miami Heat,101,93,0.467,0.392,0.25,0.35,1.0,0.773,41,45,23,23,11,16,2022-23,Home
2022-12-05,Orlando Magic,Milwaukee Bucks,102,109,0.366,0.447,0.25,0.325,0.897,0.769,52,45,21,31,13,17,2022-23,Away
2022-12-05,Golden State Warriors,Indiana Pacers,104,112,0.404,0.478,0.295,0.385,0.789,0.611,47,47,26,26,12,11,2022-23,Away
2022-12-05,Charlotte Hornets,LA Clippers,117,119,0.48,0.484,0.353,0.417,0.647,0.667,49,47,29,30,10,12,2022-23,Away
2022-12-05,Houston Rockets,Philadelphia 76ers,132,123,0.447,0.448,0.359,0.472,0.773,0.778,51,39,19,23,19,19,2022-23,Home
2022-12-06,Cleveland Cavaliers,Los Angeles Lakers,116,102,0.516,0.427,0.259,0.167,0.765,0.833,44,43,25,16,7,16,2022-23,Home
2022-12-06,Denver Nuggets,Dallas Mavericks,115,116,0.513,0.5,0.406,0.472,0.786,0.871,36,35,30,27,17,15,2022-23,Away
2022-12-06,Miami Heat,Detroit Pistons,96,116,0.429,0.494,0.313,0.463,0.769,0.733,40,40,21,27,15,12,2022-23,Away
2022-12-07,Chicago Bulls,Washington Wizards,115,111,0.5,0.488,0.435,0.29,0.882,0.69,41,38,29,22,19,18,2022-23,Home
2022-12-07,Minnesota Timberwolves,Indiana Pacers,121,115,0.473,0.481,0.348,0.452,0.926,0.75,51,31,25,22,21,19,2022-23,Home
2022-12-07,New Orleans Pelicans,Detroit Pistons,104,98,0.459,0.389,0.296,0.357,0.783,0.813,50,42,21,17,18,12,2022-23,Home
2022-12-07,Orlando Magic,LA Clippers,116,111,0.421,0.411,0.286,0.366,0.903,0.692,53,53,20,26,12,15,2022-23,Home
2022-12-07,New York Knicks,Atlanta Hawks,113,89,0.446,0.376,0.472,0.167,0.917,0.792,55,39,26,16,14,11,2022-23,Home
2022-12-07,Brooklyn Nets,Charlotte Hornets,122,116,0.57,0.534,0.387,0.417,0.75,0.522,39,40,33,25,10,11,2022-23,Home
2022-12-07,Toronto Raptors,Los Angeles Lakers,126,113,0.443,0.425,0.279,0.212,0.833,0.914,54,46,25,16,11,15,2022-23,Home
2022-12-07,Utah Jazz,Golden State Warriors,124,123,0.535,0.459,0.429,0.333,0.81,0.76,40,42,26,26,17,14,2022-23,Home
2022-12-07,Memphis Grizzlies,Oklahoma City Thunder,123,102,0.511,0.37,0.368,0.368,0.813,0.87,50,48,32,25,14,18,2022-23,Home
2022-12-07,Milwaukee Bucks,Sacramento Kings,126,113,0.479,0.473,0.424,0.316,0.833,0.938,50,40,34,19,7,8,2022-23,Home
2022-12-07,Phoenix Suns,Boston Celtics,98,125,0.398,0.485,0.25,0.356,0.842,0.846,49,53,19,29,18,12,2022-23,Away
2022-12-08,Portland Trail Blazers,Denver Nuggets,120,121,0.484,0.516,0.4,0.4,1.0,0.682,38,48,30,28,12,16,2022-23,Away
2022-12-08,San Antonio Spurs,Houston Rockets,118,109,0.554,0.449,0.361,0.345,0.867,0.733,38,42,25,23,16,14,2022-23,Home
2022-12-08,Miami Heat,LA Clippers,115,110,0.511,0.463,0.375,0.472,0.786,0.905,43,43,24,24,8,16,2022-23,Home
2022-12-09,Charlotte Hornets,New York Knicks,102,121,0.44,0.441,0.231,0.382,0.786,0.867,45,48,16,25,12,11,2022-23,Away
2022-12-09,Dallas Mavericks,Milwaukee Bucks,105,106,0.466,0.437,0.325,0.344,0.417,0.826,43,51,21,27,10,15,2022-23,Away
2022-12-09,Orlando Magic,Toronto Raptors,113,109,0.592,0.424,0.385,0.286,0.905,0.818,43,33,24,23,18,7,2022-23,Home
2022-12-09,Philadelphia 76ers,Los Angeles Lakers,133,122,0.533,0.5,0.45,0.355,0.864,0.767,42,37,30,29,21,19,2022-23,Home
2022-12-09,Cleveland Cavaliers,Sacramento Kings,95,106,0.43,0.53,0.333,0.485,0.773,0.625,36,38,20,21,19,17,2022-23,Away
2022-12-09,New Orleans Pelicans,Phoenix Suns,128,117,0.511,0.5,0.296,0.5,0.8,0.692,44,37,27,30,11,16,2022-23,Home
2022-12-09,Memphis Grizzlies,Detroit Pistons,114,103,0.484,0.4,0.281,0.314,0.531,0.741,48,47,30,23,14,19,2022-23,Home
2022-12-09,Utah Jazz,Minnesota Timberwolves,108,118,0.433,0.532,0.295,0.4,0.708,0.769,40,44,22,30,11,17,2022-23,Away
2022-12-09,Indiana Pacers,Washington Wizards,121,111,0.506,0.532,0.439,0.345,0.85,0.76,40,38,23,25,11,14,2022-23,Home
2022-12-09,Brooklyn Nets,Atlanta Hawks,120,116,0.542,0.495,0.433,0.345,0.81,0.875,38,38,30,21,21,18,2022-23,Home
2022-12-10,Indiana Pacers,Brooklyn Nets,133,136,0.553,0.52,0.477,0.321,0.75,0.719,30,59,30,19,18,18,2022-23,Away
2022-12-10,Denver Nuggets,Utah Jazz,115,110,0.547,0.459,0.308,0.366,0.813,0.81,39,42,28,20,8,13,2022-23,Home
2022-12-10,Golden State Warriors,Boston Celtics,123,107,0.511,0.437,0.333,0.3,0.8,0.731,53,39,26,17,13,10,2022-23,Home
2022-12-10,Washington Wizards,LA Clippers,107,114,0.435,0.426,0.471,0.396,0.895,0.938,50,42,24,22,14,10,2022-23,Away
2022-12-10,Portland Trail Blazers,Minnesota Timberwolves,124,118,0.518,0.542,0.382,0.435,0.893,0.75,45,28,20,22,16,13,2022-23,Home
2022-12-10,Miami Heat,San Antonio Spurs,111,115,0.481,0.538,0.382,0.333,0.714,0.774,32,46,26,24,10,18,2022-23,Away
2022-12-10,Chicago Bulls,Dallas Mavericks,144,115,0.635,0.456,0.559,0.25,0.708,0.846,44,37,33,24,8,8,2022-23,Home
2022-12-10,Cleveland Cavaliers,Oklahoma City Thunder,110,102,0.471,0.458,0.375,0.345,0.692,0.8,48,40,25,25,11,10,2022-23,Home
2022-12-11,Orlando Magic,Toronto Raptors,111,99,0.468,0.4,0.452,0.24,0.806,0.868,42,28,25,18,14,9,2022-23,Home
2022-12-11,Philadelphia 76ers,Charlotte Hornets,131,113,0.554,0.409,0.481,0.367,0.813,0.867,41,45,31,21,15,15,2022-23,Home
2022-12-11,New York Knicks,Sacramento Kings,112,99,0.449,0.398,0.229,0.256,0.889,0.657,55,41,19,20,14,16,2022-23,Home
2022-12-11,Detroit Pistons,Los Angeles Lakers,117,124,0.462,0.548,0.378,0.423,0.824,0.778,40,42,28,31,12,11,2022-23,Away
2022-12-11,Houston Rockets,Milwaukee Bucks,97,92,0.44,0.367,0.222,0.279,0.917,0.778,49,52,23,18,12,15,2022-23,Home
2022-12-11,Atlanta Hawks,Chicago Bulls,123,122,0.48,0.48,0.333,0.259,0.762,0.826,45,53,28,28,14,18,2022-23,Home
2022-12-11,New Orleans Pelicans,Phoenix Suns,129,124,0.581,0.467,0.32,0.342,0.75,0.765,43,42,31,34,15,14,2022-23,Home
2022-12-12,Indiana Pacers,Miami Heat,82,87,0.354,0.386,0.282,0.265,0.75,0.778,45,48,16,23,15,13,2022-23,Away
2022-12-12,LA Clippers,Boston Celtics,113,93,0.489,0.434,0.4,0.231,0.714,0.692,46,36,18,27,9,15,2022-23,Home
2022-12-12,Portland Trail Blazers,Minnesota Timberwolves,133,112,0.539,0.495,0.457,0.37,0.762,0.526,54,37,32,25,18,10,2022-23,Home
2022-12-12,Memphis Grizzlies,Atlanta Hawks,128,103,0.602,0.356,0.406,0.324,0.833,0.773,49,39,36,20,22,15,2022-23,Home
2022-12-12,Washington Wizards,Brooklyn Nets,100,112,0.468,0.494,0.355,0.296,0.682,0.889,44,41,21,25,19,11,2022-23,Away
2022-12-12,San Antonio Spurs,Cleveland Cavaliers,112,111,0.474,0.489,0.333,0.217,0.688,0.941,46,44,25,21,12,15,2022-23,Home
2022-12-12,Dallas Mavericks,Oklahoma City Thunder,121,114,0.419,0.477,0.407,0.323,0.84,0.952,50,42,24,21,14,13,2022-23,Home
2022-12-13,Los Angeles Lakers,Boston Celtics,118,122,0.473,0.442,0.276,0.396,0.733,0.688,49,51,23,27,11,14,2022-23,Away
2022-12-13,Houston Rockets,Phoenix Suns,111,97,0.42,0.32,0.343,0.255,0.912,0.947,67,44,16,22,22,9,2022-23,Home
2022-12-13,Milwaukee Bucks,Golden State Warriors,128,111,0.549,0.4,0.414,0.4,0.813,0.789,55,37,22,25,21,18,2022-23,Home
2022-12-13,Utah Jazz,New Orleans Pelicans,121,100,0.476,0.398,0.319,0.148,0.667,0.667,59,43,31,25,19,17,2022-23,Home
2022-12-13,Philadelphia 76ers,Sacramento Kings,123,103,0.512,0.413,0.457,0.238,0.778,0.85,42,48,34,21,11,17,2022-23,Home
2022-12-14,Indiana Pacers,Golden State Warriors,125,119,0.506,0.465,0.41,0.424,0.84,0.862,34,46,30,27,17,23,2022-23,Home
2022-12-14,Chicago Bulls,New York Knicks,120,128,0.548,0.495,0.321,0.529,0.864,0.8,31,48,25,25,12,15,2022-23,Away
2022-12-14,Denver Nuggets,Washington Wizards,141,128,0.651,0.527,0.25,0.487,0.829,0.565,45,24,31,40,18,13,2022-23,Home
2022-12-14,LA Clippers,Minnesota Timberwolves,99,88,0.382,0.419,0.304,0.182,0.81,0.733,52,43,21,15,14,17,2022-23,Home
2022-12-14,San Antonio Spurs,Portland Trail Blazers,112,128,0.464,0.605,0.379,0.45,0.579,0.706,40,40,23,26,11,17,2022-23,Away
2022-12-14,Orlando Magic,Atlanta Hawks,135,124,0.505,0.5,0.444,0.343,0.833,0.889,46,39,28,30,11,13,2022-23,Home
2022-12-14,Dallas Mavericks,Cleveland Cavaliers,90,105,0.392,0.526,0.342,0.333,0.731,0.789,33,43,17,26,12,6,2022-23,Away
2022-12-14,Charlotte Hornets,Detroit Pistons,134,141,0.412,0.516,0.333,0.45,0.793,0.75,52,52,21,25,5,15,2022-23,Away
2022-12-14,Oklahoma City Thunder,Miami Heat,108,110,0.5,0.43,0.375,0.429,0.739,0.8,44,39,26,25,14,14,2022-23,Away
2022-12-14,Toronto Raptors,Sacramento Kings,123,124,0.5,0.484,0.286,0.37,0.852,0.85,39,50,25,29,7,15,2022-23,Away
2022-12-15,Houston Rockets,Miami Heat,108,111,0.468,0.443,0.273,0.34,0.647,0.739,51,40,22,21,14,14,2022-23,Away
2022-12-15,LA Clippers,Phoenix Suns,95,111,0.378,0.463,0.364,0.281,0.714,0.778,52,53,21,27,16,8,2022-23,Away
2022-12-15,Memphis Grizzlies,Milwaukee Bucks,142,101,0.549,0.372,0.375,0.26,0.783,0.667,56,39,30,22,7,9,2022-23,Home
2022-12-15,Utah Jazz,New Orleans Pelicans,132,129,0.457,0.475,0.383,0.4,0.811,0.821,44,49,24,24,16,16,2022-23,Home
2022-12-16,Dallas Mavericks,Portland Trail Blazers,130,110,0.556,0.438,0.419,0.351,0.846,0.76,40,42,25,21,12,12,2022-23,Home
2022-12-16,Philadelphia 76ers,Golden State Warriors,118,106,0.459,0.415,0.395,0.395,0.806,0.846,49,48,23,31,15,17,2022-23,Home
2022-12-16,Toronto Raptors,Brooklyn Nets,116,119,0.488,0.605,0.375,0.346,0.862,0.783,32,37,17,22,8,14,2022-23,Away
2022-12-16,Chicago Bulls,New York Knicks,91,114,0.468,0.402,0.4,0.386,0.875,0.719,39,50,26,19,20,10,2022-23,Away
2022-12-16,Boston Celtics,Orlando Magic,109,117,0.417,0.462,0.239,0.273,0.824,0.857,38,53,17,19,14,17,2022-23,Away
2022-12-16,Los Angeles Lakers,Denver Nuggets,126,108,0.527,0.481,0.364,0.333,0.75,0.75,45,39,29,25,14,19,2022-23,Home
2022-12-16,Cleveland Cavaliers,Indiana Pacers,118,112,0.5,0.525,0.452,0.306,0.875,0.895,34,33,23,34,8,10,2022-23,Home
2022-12-16,Oklahoma City Thunder,Minnesota Timberwolves,110,112,0.466,0.494,0.297,0.48,0.81,0.56,45,43,29,23,22,16,2022-23,Away
2022-12-16,Detroit Pistons,Sacramento Kings,113,122,0.459,0.524,0.345,0.387,0.806,0.828,46,33,22,30,16,13,2022-23,Away
2022-12-16,Charlotte Hornets,Atlanta Hawks,106,125,0.398,0.547,0.349,0.517,0.684,0.824,43,41,26,25,12,12,2022-23,Away
2022-12-17,Milwaukee Bucks,Utah Jazz,123,97,0.533,0.453,0.474,0.34,0.818,0.5,54,29,30,24,14,14,2022-23,Home
2022-12-17,Phoenix Suns,New Orleans Pelicans,118,114,0.47,0.584,0.366,0.467,0.714,0.769,35,36,23,27,8,16,2022-23,Home
2022-12-17,Houston Rockets,Portland Trail Blazers,95,107,0.4,0.471,0.103,0.361,0.69,0.737,51,36,19,20,15,12,2022-23,Away
2022-12-17,LA Clippers,Washington Wizards,102,93,0.43,0.429,0.414,0.36,0.615,0.923,49,42,19,20,14,14,2022-23,Home
2022-12-17,San Antonio Spurs,Miami Heat,101,111,0.429,0.512,0.37,0.367,0.758,0.696,38,40,29,25,17,12,2022-23,Away
2022-12-17,Cleveland Cavaliers,Dallas Mavericks,100,99,0.426,0.409,0.194,0.306,0.591,0.632,51,45,23,19,10,11,2022-23,Home
2022-12-17,Oklahoma City Thunder,Memphis Grizzlies,115,109,0.413,0.378,0.422,0.267,0.645,0.784,53,53,29,15,9,9,2022-23,Home
2022-12-18,Los Angeles Lakers,Washington Wizards,119,117,0.5,0.463,0.407,0.256,0.727,0.792,43,48,29,24,9,10,2022-23,Home
2022-12-18,Denver Nuggets,Charlotte Hornets,119,115,0.457,0.427,0.333,0.316,0.647,0.913,55,48,33,26,14,11,2022-23,Home
2022-12-18,Detroit Pistons,Brooklyn Nets,121,124,0.477,0.55,0.267,0.517,0.853,0.913,41,35,20,26,8,13,2022-23,Away
2022-12-18,Toronto Raptors,Golden State Warriors,110,126,0.421,0.531,0.394,0.462,0.773,0.846,43,41,21,31,12,17,2022-23,Away
2022-12-18,Minnesota Timberwolves,Chicago Bulls,150,126,0.655,0.523,0.535,0.421,0.813,0.75,39,30,38,31,12,11,2022-23,Home
2022-12-18,Indiana Pacers,New York Knicks,106,109,0.433,0.47,0.342,0.308,0.652,0.767,44,49,20,13,14,16,2022-23,Away
2022-12-18,Boston Celtics,Orlando Magic,92,95,0.348,0.384,0.255,0.414,0.857,0.895,54,46,22,20,16,13,2022-23,Away
2022-12-19,Atlanta Hawks,Orlando Magic,126,125,0.511,0.474,0.375,0.353,0.9,0.92,41,45,29,29,10,8,2022-23,Home
2022-12-19,Cleveland Cavaliers,Utah Jazz,122,99,0.614,0.387,0.577,0.294,0.808,0.739,45,35,24,19,21,14,2022-23,Home
2022-12-19,Oklahoma City Thunder,Portland Trail Blazers,123,121,0.455,0.5,0.355,0.432,0.865,0.81,39,45,20,26,10,16,2022-23,Home
2022-12-19,Phoenix Suns,Los Angeles Lakers,130,104,0.495,0.448,0.513,0.429,0.75,0.824,51,38,21,13,8,14,2022-23,Home
2022-12-19,Philadelphia 76ers,Toronto Raptors,104,101,0.4,0.42,0.357,0.275,0.926,0.8,41,50,22,24,16,15,2022-23,Home
2022-12-19,Sacramento Kings,Charlotte Hornets,119,125,0.474,0.516,0.364,0.323,0.548,0.739,42,56,23,26,8,14,2022-23,Away
2022-12-19,Minnesota Timberwolves,Dallas Mavericks,116,106,0.472,0.408,0.387,0.422,0.833,0.806,44,42,19,23,10,15,2022-23,Home
2022-12-19,New Orleans Pelicans,Milwaukee Bucks,119,128,0.424,0.556,0.4,0.325,0.708,0.806,44,44,30,26,15,17,2022-23,Away
2022-12-19,Houston Rockets,San Antonio Spurs,105,124,0.426,0.554,0.208,0.5,0.645,0.789,41,46,23,30,11,19,2022-23,Away
2022-12-20,Denver Nuggets,Memphis Grizzlies,105,91,0.449,0.444,0.37,0.192,0.6,0.667,48,42,28,25,17,16,2022-23,Home
2022-12-20,Detroit Pistons,Utah Jazz,111,126,0.506,0.505,0.36,0.435,0.741,0.632,43,43,22,27,14,12,2022-23,Away
2022-12-20,Phoenix Suns,Washington Wizards,110,113,0.461,0.475,0.406,0.407,0.789,0.703,44,41,26,22,14,9,2022-23,Away
2022-12-20,Miami Heat,Chicago Bulls,103,113,0.469,0.548,0.341,0.419,0.706,0.833,35,39,26,24,13,16,2022-23,Away
2022-12-20,New York Knicks,Golden State Warriors,132,94,0.517,0.473,0.425,0.343,0.781,0.923,47,29,27,23,11,19,2022-23,Home
2022-12-21,Oklahoma City Thunder,Portland Trail Blazers,101,98,0.468,0.494,0.333,0.389,0.84,0.667,37,36,19,29,18,18,2022-23,Home
2022-12-21,Cleveland Cavaliers,Milwaukee Bucks,114,106,0.482,0.47,0.313,0.433,0.786,0.682,37,46,22,20,10,19,2022-23,Home
2022-12-21,Minnesota Timberwolves,Dallas Mavericks,99,104,0.494,0.453,0.267,0.333,0.7,0.852,39,39,23,17,13,13,2022-23,Away
2022-12-21,Atlanta Hawks,Chicago Bulls,108,110,0.429,0.5,0.378,0.292,1.0,0.773,47,47,22,20,15,11,2022-23,Away
2022-12-21,Brooklyn Nets,Golden State Warriors,143,113,0.643,0.494,0.636,0.364,0.875,0.76,32,36,42,32,14,21,2022-23,Home
2022-12-21,Houston Rockets,Orlando Magic,110,116,0.466,0.451,0.395,0.297,0.647,0.697,49,45,22,19,16,11,2022-23,Away
2022-12-21,New York Knicks,Toronto Raptors,106,113,0.553,0.447,0.423,0.265,0.611,0.909,38,38,25,17,16,4,2022-23,Away
2022-12-21,Sacramento Kings,Los Angeles Lakers,134,120,0.505,0.5,0.362,0.458,0.75,0.833,46,39,29,25,12,15,2022-23,Home
2022-12-21,Philadelphia 76ers,Detroit Pistons,113,93,0.441,0.392,0.297,0.261,0.909,0.735,49,46,27,15,12,22,2022-23,Home
2022-12-21,LA Clippers,Charlotte Hornets,126,105,0.506,0.402,0.469,0.29,0.913,0.759,48,40,29,25,27,14,2022-23,Home
2022-12-21,Boston Celtics,Indiana Pacers,112,117,0.386,0.469,0.317,0.462,0.84,0.778,62,47,26,27,16,14,2022-23,Away
2022-12-22,Utah Jazz,Washington Wizards,120,112,0.488,0.561,0.457,0.333,0.952,0.765,40,37,16,20,11,10,2022-23,Home
2022-12-22,New Orleans Pelicans,San Antonio Spurs,126,117,0.484,0.478,0.382,0.321,0.926,0.815,46,44,25,23,17,17,2022-23,Home
2022-12-23,Boston Celtics,Minnesota Timberwolves,121,109,0.44,0.484,0.283,0.313,0.769,0.733,53,45,28,25,11,16,2022-23,Home
2022-12-23,Brooklyn Nets,Milwaukee Bucks,118,100,0.495,0.44,0.438,0.243,0.923,0.773,45,45,30,17,10,18,2022-23,Home
2022-12-23,New York Knicks,Chicago Bulls,117,118,0.5,0.484,0.457,0.452,0.577,0.778,47,41,23,24,10,4,2022-23,Away
2022-12-23,Los Angeles Lakers,Charlotte Hornets,130,134,0.522,0.553,0.432,0.39,0.682,0.778,42,41,27,30,17,16,2022-23,Away
2022-12-23,Houston Rockets,Dallas Mavericks,106,112,0.457,0.45,0.308,0.364,0.857,0.889,45,34,26,20,14,14,2022-23,Away
2022-12-23,Orlando Magic,San Antonio Spurs,133,113,0.575,0.454,0.531,0.316,0.8,0.722,44,38,30,28,17,13,2022-23,Home
2022-12-23,Denver Nuggets,Portland Trail Blazers,120,107,0.58,0.448,0.476,0.257,0.615,0.769,38,43,31,24,10,13,2022-23,Home
2022-12-23,Sacramento Kings,Washington Wizards,111,125,0.44,0.557,0.313,0.313,0.771,0.708,47,40,19,30,13,9,2022-23,Away
2022-12-23,Phoenix Suns,Memphis Grizzlies,100,125,0.437,0.495,0.257,0.304,0.577,0.737,35,53,23,30,14,10,2022-23,Away
2022-12-23,Miami Heat,Indiana Pacers,108,111,0.432,0.482,0.394,0.447,0.929,0.714,38,43,23,26,10,16,2022-23,Away
2022-12-23,Cleveland Cavaliers,Toronto Raptors,107,118,0.513,0.5,0.333,0.514,0.6,0.833,35,45,27,25,14,18,2022-23,Away
2022-12-23,Philadelphia 76ers,LA Clippers,119,114,0.534,0.506,0.414,0.368,0.929,0.783,39,33,31,25,9,11,2022-23,Home
2022-12-23,Atlanta Hawks,Detroit Pistons,130,105,0.533,0.411,0.353,0.273,0.833,0.759,48,43,30,17,8,14,2022-23,Home
2022-12-23,Oklahoma City Thunder,New Orleans Pelicans,125,128,0.461,0.436,0.371,0.351,0.72,0.825,47,55,27,30,18,21,2022-23,Away
2022-12-25,Denver Nuggets,Phoenix Suns,128,125,0.479,0.479,0.361,0.486,0.735,0.692,48,46,29,32,12,13,2022-23,Home
2022-12-25,New York Knicks,Philadelphia 76ers,112,119,0.478,0.506,0.375,0.462,0.824,0.793,46,32,30,22,8,6,2022-23,Away
2022-12-25,Boston Celtics,Milwaukee Bucks,139,118,0.588,0.5,0.487,0.361,0.8,0.778,35,39,29,22,11,15,2022-23,Home
2022-12-25,Golden State Warriors,Memphis Grizzlies,123,109,0.473,0.415,0.409,0.231,0.731,0.733,51,44,31,19,10,13,2022-23,Home
2022-12-25,Dallas Mavericks,Los Angeles Lakers,124,115,0.524,0.488,0.409,0.321,0.72,0.875,38,35,31,18,11,8,2022-23,Home
2022-12-26,San Antonio Spurs,Utah Jazz,126,122,0.552,0.402,0.333,0.302,0.706,0.838,41,45,27,20,14,12,2022-23,Home
2022-12-26,Cleveland Cavaliers,Brooklyn Nets,117,125,0.476,0.573,0.361,0.6,0.867,0.765,33,38,21,27,12,15,2022-23,Away
2022-12-26,New Orleans Pelicans,Indiana Pacers,113,93,0.456,0.422,0.3,0.257,0.792,0.7,54,36,30,23,14,13,2022-23,Home
2022-12-26,Miami Heat,Minnesota Timberwolves,113,110,0.461,0.544,0.265,0.441,0.75,0.643,40,44,27,31,9,22,2022-23,Home
2022-12-26,Portland Trail Blazers,Charlotte Hornets,124,113,0.5,0.398,0.368,0.333,0.857,0.76,50,45,28,25,15,12,2022-23,Home
2022-12-26,Detroit Pistons,LA Clippers,131,142,0.44,0.538,0.471,0.432,0.794,0.862,45,48,32,25,17,19,2022-23,Away
2022-12-26,Chicago Bulls,Houston Rockets,118,133,0.489,0.556,0.371,0.386,0.714,0.727,35,45,27,28,8,12,2022-23,Away
2022-12-27,Orlando Magic,Los Angeles Lakers,110,129,0.5,0.544,0.357,0.395,0.64,0.824,37,46,25,32,11,13,2022-23,Away
2022-12-27,Sacramento Kings,Denver Nuggets,106,113,0.488,0.477,0.286,0.351,0.842,0.857,39,40,20,34,16,13,2022-23,Away
2022-12-27,Golden State Warriors,Charlotte Hornets,110,105,0.432,0.413,0.216,0.263,0.833,0.76,49,47,31,22,14,12,2022-23,Home
2022-12-27,Washington Wizards,Philadelphia 76ers,116,111,0.459,0.464,0.333,0.194,0.871,0.871,39,39,18,21,15,15,2022-23,Home
2022-12-27,Toronto Raptors,LA Clippers,113,124,0.512,0.484,0.261,0.395,0.808,0.826,39,47,24,27,12,9,2022-23,Away
2022-12-27,Boston Celtics,Houston Rockets,126,102,0.473,0.4,0.357,0.311,0.87,0.857,49,49,32,24,10,13,2022-23,Home
2022-12-27,Indiana Pacers,Atlanta Hawks,129,114,0.511,0.449,0.371,0.4,0.815,0.759,49,42,28,26,10,9,2022-23,Home
2022-12-27,Memphis Grizzlies,Phoenix Suns,108,125,0.396,0.494,0.267,0.548,0.824,0.88,40,47,18,26,14,19,2022-23,Away
2022-12-27,Dallas Mavericks,New York Knicks,126,121,0.489,0.437,0.283,0.32,0.758,0.625,47,55,20,27,9,9,2022-23,Home
2022-12-27,Oklahoma City Thunder,San Antonio Spurs,130,114,0.535,0.465,0.542,0.345,0.806,0.857,45,41,25,20,12,14,2022-23,Home
2022-12-28,Chicago Bulls,Milwaukee Bucks,119,113,0.457,0.373,0.391,0.205,0.867,0.688,52,61,21,18,13,14,2022-23,Home
2022-12-28,Washington Wizards,Phoenix Suns,127,102,0.573,0.448,0.308,0.419,0.893,0.688,46,30,27,25,12,11,2022-23,Home
2022-12-28,Miami Heat,Los Angeles Lakers,112,98,0.478,0.481,0.314,0.361,0.813,0.733,37,44,20,25,5,24,2022-23,Home
2022-12-28,Atlanta Hawks,Brooklyn Nets,107,108,0.433,0.506,0.364,0.385,0.682,0.824,47,47,22,22,3,12,2022-23,Away
2022-12-28,New Orleans Pelicans,Minnesota Timberwolves,119,118,0.481,0.506,0.478,0.345,0.698,0.75,43,35,22,18,13,11,2022-23,Home
2022-12-28,Golden State Warriors,Utah Jazz,112,107,0.425,0.407,0.356,0.326,0.815,0.692,51,50,22,26,12,12,2022-23,Home
2022-12-28,Detroit Pistons,Orlando Magic,121,101,0.45,0.412,0.429,0.227,0.775,0.765,49,47,25,24,13,13,2022-23,Home
2022-12-28,Sacramento Kings,Denver Nuggets,127,126,0.528,0.576,0.452,0.444,0.76,0.889,34,34,32,31,12,16,2022-23,Home
2022-12-29,Indiana Pacers,Cleveland Cavaliers,135,126,0.565,0.521,0.613,0.429,0.952,0.7,32,44,28,29,8,10,2022-23,Home
2022-12-29,Boston Celtics,LA Clippers,116,110,0.484,0.483,0.282,0.385,0.773,0.643,49,41,22,26,11,12,2022-23,Home
2022-12-29,Charlotte Hornets,Oklahoma City Thunder,121,113,0.548,0.424,0.313,0.306,0.655,0.857,52,41,33,15,17,12,2022-23,Home
2022-12-29,Dallas Mavericks,Houston Rockets,129,114,0.516,0.442,0.4,0.353,0.68,0.703,44,48,30,21,8,12,2022-23,Home
2022-12-29,Toronto Raptors,Memphis Grizzlies,106,119,0.406,0.505,0.357,0.448,0.75,0.714,47,53,21,37,8,15,2022-23,Away
2022-12-29,San Antonio Spurs,New York Knicks,122,115,0.511,0.422,0.393,0.366,0.724,0.774,48,38,25,20,11,12,2022-23,Home
2022-12-30,Sacramento Kings,Utah Jazz,126,125,0.556,0.548,0.4,0.25,0.737,0.833,38,37,32,30,15,13,2022-23,Home
