Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Season,Winner
2021-04-18,Charlotte Hornets,Portland Trail Blazers,109,101,0.47,0.396,0.419,0.278,0.765,0.679,46,47,26,18,14,8,2020-21,Home
2021-04-18,Miami Heat,Brooklyn Nets,109,107,0.437,0.476,0.41,0.395,0.81,0.667,53,38,28,26,16,11,2020-21,Home
2021-04-18,Dallas Mavericks,Sacramento Kings,107,121,0.448,0.494,0.333,0.458,0.65,0.88,42,42,15,22,14,6,2020-21,Away
2021-04-18,New York Knicks,New Orleans Pelicans,122,112,0.474,0.406,0.379,0.222,0.875,0.8,49,52,27,25,13,12,2020-21,Home
2021-04-18,Toronto Raptors,Oklahoma City Thunder,112,106,0.385,0.451,0.447,0.424,0.875,0.857,47,46,23,22,13,21,2020-21,Home
2021-04-19,Denver Nuggets,Memphis Grizzlies,139,137,0.5,0.477,0.385,0.425,0.846,0.75,58,47,30,33,24,14,2020-21,Home
2021-04-19,Milwaukee Bucks,Phoenix Suns,127,128,0.48,0.481,0.324,0.405,0.947,0.9,51,45,19,28,11,11,2020-21,Away
2021-04-19,Los Angeles Lakers,Utah Jazz,97,111,0.43,0.573,0.429,0.455,0.68,0.909,32,42,17,29,10,17,2020-21,Away
2021-04-19,Miami Heat,Houston Rockets,113,91,0.484,0.388,0.396,0.237,0.571,0.941,52,41,31,20,13,13,2020-21,Home
2021-04-19,Detroit Pistons,Cleveland Cavaliers,109,105,0.488,0.488,0.37,0.192,0.714,0.8,44,39,25,24,17,17,2020-21,Home
2021-04-19,Philadelphia 76ers,Golden State Warriors,96,107,0.393,0.447,0.375,0.438,0.778,0.781,42,45,26,15,13,16,2020-21,Away
2021-04-19,Washington Wizards,Oklahoma City Thunder,119,107,0.505,0.434,0.323,0.394,0.586,0.815,42,48,31,23,12,19,2020-21,Home
2021-04-19,Indiana Pacers,San Antonio Spurs,94,109,0.327,0.429,0.235,0.286,0.667,0.829,54,57,20,27,7,12,2020-21,Away
2021-04-19,Boston Celtics,Chicago Bulls,96,102,0.468,0.451,0.4,0.344,0.933,0.9,39,40,21,30,15,12,2020-21,Away
2021-04-20,Atlanta Hawks,Orlando Magic,112,96,0.415,0.395,0.265,0.216,0.862,0.69,65,40,20,13,13,10,2020-21,Home
2021-04-20,New York Knicks,Charlotte Hornets,109,97,0.482,0.453,0.4,0.41,0.917,0.375,39,39,22,26,9,12,2020-21,Home
2021-04-20,Sacramento Kings,Minnesota Timberwolves,120,134,0.454,0.567,0.429,0.419,0.875,0.737,39,50,28,34,10,18,2020-21,Away
2021-04-20,Portland Trail Blazers,LA Clippers,112,113,0.447,0.5,0.318,0.289,0.737,0.8,42,45,22,24,6,10,2020-21,Away
2021-04-20,New Orleans Pelicans,Brooklyn Nets,129,134,0.56,0.551,0.364,0.378,0.625,0.786,37,44,28,30,13,13,2020-21,Away
2021-04-21,Indiana Pacers,Oklahoma City Thunder,122,116,0.455,0.462,0.35,0.31,0.8,0.688,47,55,30,26,11,17,2020-21,Home
2021-04-21,San Antonio Spurs,Miami Heat,87,107,0.403,0.47,0.286,0.419,0.75,0.8,38,44,21,28,10,7,2020-21,Away
2021-04-21,Philadelphia 76ers,Phoenix Suns,113,116,0.513,0.477,0.52,0.357,0.692,0.905,44,33,24,30,16,8,2020-21,Away
2021-04-21,New York Knicks,Atlanta Hawks,137,127,0.538,0.48,0.543,0.353,0.8,0.708,49,41,29,28,14,10,2020-21,Home
2021-04-21,Sacramento Kings,Minnesota Timberwolves,128,125,0.581,0.529,0.515,0.441,0.806,0.818,33,34,29,30,14,10,2020-21,Home
2021-04-21,Cleveland Cavaliers,Chicago Bulls,121,105,0.511,0.494,0.444,0.351,0.789,0.778,41,41,27,27,10,19,2020-21,Home
2021-04-21,Portland Trail Blazers,Denver Nuggets,105,106,0.46,0.443,0.333,0.333,0.867,0.882,41,46,21,24,11,13,2020-21,Away
2021-04-21,Toronto Raptors,Brooklyn Nets,114,103,0.433,0.396,0.383,0.317,0.857,0.783,48,50,23,19,10,13,2020-21,Home
2021-04-21,Washington Wizards,Golden State Warriors,118,114,0.418,0.396,0.357,0.333,0.842,0.905,61,44,23,22,22,17,2020-21,Home
2021-04-21,LA Clippers,Memphis Grizzlies,117,105,0.452,0.452,0.519,0.433,0.75,0.696,43,42,28,19,12,13,2020-21,Home
2021-04-21,Dallas Mavericks,Detroit Pistons,127,117,0.5,0.506,0.372,0.406,0.731,0.774,43,42,25,30,6,13,2020-21,Home
2021-04-21,Houston Rockets,Utah Jazz,89,112,0.354,0.456,0.204,0.37,0.529,0.813,50,61,17,27,11,12,2020-21,Away
2021-04-22,San Antonio Spurs,Detroit Pistons,106,91,0.463,0.455,0.458,0.364,0.778,0.591,43,43,28,15,10,17,2020-21,Home
2021-04-22,Orlando Magic,New Orleans Pelicans,100,135,0.367,0.556,0.361,0.429,0.789,0.885,40,58,13,34,4,14,2020-21,Away
2021-04-22,Boston Celtics,Phoenix Suns,99,86,0.429,0.409,0.3,0.171,0.875,0.889,48,38,20,18,20,17,2020-21,Home
2021-04-22,Milwaukee Bucks,Philadelphia 76ers,124,117,0.556,0.505,0.5,0.444,0.609,0.722,45,33,32,27,16,8,2020-21,Home
2021-04-22,Dallas Mavericks,Los Angeles Lakers,115,110,0.488,0.478,0.375,0.333,0.722,0.824,38,45,23,26,12,16,2020-21,Home
2021-04-22,Chicago Bulls,Charlotte Hornets,108,91,0.494,0.427,0.326,0.258,0.727,0.765,50,38,30,30,17,14,2020-21,Home
2021-04-23,Golden State Warriors,Denver Nuggets,118,97,0.536,0.386,0.385,0.283,0.722,0.8,52,36,40,26,14,9,2020-21,Home
2021-04-23,Charlotte Hornets,Cleveland Cavaliers,108,102,0.426,0.513,0.35,0.333,0.778,0.714,38,47,26,27,5,16,2020-21,Home
2021-04-23,Portland Trail Blazers,Memphis Grizzlies,128,130,0.479,0.531,0.4,0.3,0.815,0.773,50,39,28,33,11,8,2020-21,Away
2021-04-23,Brooklyn Nets,Boston Celtics,109,104,0.43,0.404,0.344,0.405,0.857,0.688,47,54,26,21,11,19,2020-21,Home
2021-04-23,Atlanta Hawks,Miami Heat,118,103,0.538,0.481,0.429,0.351,0.895,0.875,38,30,24,24,14,13,2020-21,Home
2021-04-23,Oklahoma City Thunder,Washington Wizards,109,129,0.419,0.516,0.303,0.563,0.84,0.938,40,50,18,25,16,20,2020-21,Away
2021-04-23,Houston Rockets,LA Clippers,104,109,0.404,0.402,0.31,0.353,0.864,0.826,47,58,24,22,14,14,2020-21,Away
2021-04-24,Denver Nuggets,Houston Rockets,129,116,0.595,0.5,0.432,0.375,0.813,0.679,36,35,36,27,14,15,2020-21,Home
2021-04-24,Utah Jazz,Minnesota Timberwolves,96,101,0.402,0.435,0.404,0.237,0.733,0.6,45,47,24,15,20,13,2020-21,Away
2021-04-24,New Orleans Pelicans,San Antonio Spurs,108,110,0.471,0.435,0.409,0.29,0.531,0.844,48,46,20,22,19,17,2020-21,Away
2021-04-24,Miami Heat,Chicago Bulls,106,101,0.45,0.481,0.378,0.342,0.833,0.923,37,42,22,28,10,17,2020-21,Home
2021-04-24,Milwaukee Bucks,Philadelphia 76ers,132,94,0.516,0.378,0.45,0.226,0.667,0.735,55,41,33,15,15,17,2020-21,Home
2021-04-24,Dallas Mavericks,Los Angeles Lakers,108,93,0.487,0.384,0.433,0.267,0.76,0.789,51,36,26,22,16,9,2020-21,Home
2021-04-24,New York Knicks,Toronto Raptors,120,103,0.56,0.434,0.516,0.386,0.833,0.737,44,33,20,31,13,7,2020-21,Home
2021-04-24,Indiana Pacers,Detroit Pistons,115,109,0.417,0.406,0.313,0.294,0.714,0.808,39,62,28,26,4,18,2020-21,Home
2021-04-25,Portland Trail Blazers,Memphis Grizzlies,113,120,0.371,0.462,0.368,0.522,0.84,0.857,53,54,21,22,11,15,2020-21,Away
2021-04-25,Washington Wizards,Cleveland Cavaliers,119,110,0.483,0.513,0.387,0.37,0.808,0.8,36,37,25,28,10,19,2020-21,Home
2021-04-25,Golden State Warriors,Sacramento Kings,117,113,0.484,0.477,0.389,0.378,0.733,0.773,53,37,30,22,16,10,2020-21,Home
2021-04-25,Charlotte Hornets,Boston Celtics,125,104,0.505,0.386,0.488,0.341,0.909,0.846,46,41,39,18,11,13,2020-21,Home
2021-04-25,Brooklyn Nets,Phoenix Suns,128,119,0.529,0.478,0.464,0.353,0.852,0.84,44,43,30,22,10,12,2020-21,Home
2021-04-25,Orlando Magic,Indiana Pacers,112,131,0.396,0.549,0.313,0.469,0.786,0.889,51,48,22,28,6,13,2020-21,Away
2021-04-25,Atlanta Hawks,Milwaukee Bucks,111,104,0.455,0.481,0.371,0.286,0.783,0.783,44,41,23,20,9,12,2020-21,Home
2021-04-26,Philadelphia 76ers,Oklahoma City Thunder,121,90,0.547,0.449,0.452,0.233,0.722,0.565,41,38,27,21,20,29,2020-21,Home
2021-04-26,Miami Heat,Chicago Bulls,102,110,0.429,0.532,0.194,0.379,0.92,0.773,34,51,18,33,5,18,2020-21,Away
2021-04-26,Denver Nuggets,Memphis Grizzlies,120,96,0.479,0.42,0.333,0.125,0.864,0.774,48,45,25,20,11,16,2020-21,Home
2021-04-26,Detroit Pistons,Atlanta Hawks,100,86,0.476,0.388,0.346,0.148,0.733,0.941,47,45,22,19,14,16,2020-21,Home
2021-04-26,Toronto Raptors,Cleveland Cavaliers,112,96,0.544,0.434,0.276,0.263,0.9,0.875,40,37,32,25,12,13,2020-21,Home
2021-04-26,Washington Wizards,San Antonio Spurs,143,146,0.532,0.534,0.3,0.353,0.84,0.857,50,44,26,27,8,6,2020-21,Away
2021-04-26,Sacramento Kings,Dallas Mavericks,113,106,0.519,0.467,0.448,0.286,0.889,0.571,46,40,23,24,16,10,2020-21,Home
2021-04-26,New York Knicks,Phoenix Suns,110,118,0.517,0.542,0.414,0.412,0.8,0.824,35,37,24,23,10,8,2020-21,Away
2021-04-26,New Orleans Pelicans,LA Clippers,120,103,0.537,0.4,0.517,0.311,0.654,1.0,44,44,28,20,16,18,2020-21,Home
2021-04-26,Orlando Magic,Los Angeles Lakers,103,114,0.474,0.54,0.44,0.355,0.833,0.643,28,44,16,23,11,11,2020-21,Away
2021-04-26,Minnesota Timberwolves,Utah Jazz,105,104,0.446,0.389,0.364,0.281,0.714,0.737,48,49,29,24,16,11,2020-21,Home
2021-04-27,Charlotte Hornets,Milwaukee Bucks,104,114,0.463,0.505,0.343,0.257,0.696,0.786,38,48,26,28,17,15,2020-21,Away
2021-04-27,Toronto Raptors,Brooklyn Nets,103,116,0.396,0.482,0.349,0.4,0.842,1.0,47,41,24,30,13,10,2020-21,Away
2021-04-27,Houston Rockets,Minnesota Timberwolves,107,114,0.488,0.484,0.226,0.263,0.727,0.56,45,48,24,29,17,14,2020-21,Away
2021-04-27,Boston Celtics,Oklahoma City Thunder,115,119,0.423,0.481,0.224,0.433,0.88,0.778,39,51,21,25,14,27,2020-21,Away
2021-04-27,Golden State Warriors,Dallas Mavericks,103,133,0.405,0.522,0.372,0.514,0.792,0.864,43,50,25,21,18,13,2020-21,Away
2021-04-27,Indiana Pacers,Portland Trail Blazers,112,133,0.465,0.472,0.333,0.571,0.786,0.813,38,57,25,26,13,13,2020-21,Away
2021-04-28,Sacramento Kings,Utah Jazz,105,154,0.483,0.64,0.333,0.585,0.824,0.952,24,47,24,36,12,13,2020-21,Away
2021-04-28,Boston Celtics,Charlotte Hornets,120,111,0.478,0.425,0.375,0.371,0.773,0.75,54,33,26,29,14,11,2020-21,Home
2021-04-28,New York Knicks,Chicago Bulls,113,94,0.462,0.459,0.444,0.345,0.895,0.6,41,43,27,29,4,14,2020-21,Home
2021-04-28,Washington Wizards,Los Angeles Lakers,116,107,0.522,0.438,0.333,0.294,0.762,0.619,50,41,24,31,13,10,2020-21,Home
2021-04-28,Cleveland Cavaliers,Orlando Magic,104,109,0.402,0.506,0.273,0.345,0.75,0.65,45,49,30,26,11,15,2020-21,Away
2021-04-28,Miami Heat,San Antonio Spurs,116,111,0.506,0.466,0.36,0.313,0.875,0.792,48,40,26,26,12,9,2020-21,Home
2021-04-28,Denver Nuggets,New Orleans Pelicans,114,112,0.506,0.494,0.313,0.4,0.783,0.737,38,42,26,27,18,21,2020-21,Home
2021-04-28,Phoenix Suns,LA Clippers,109,101,0.473,0.513,0.351,0.387,0.769,0.778,45,36,23,24,10,14,2020-21,Home
2021-04-28,Memphis Grizzlies,Portland Trail Blazers,109,130,0.42,0.489,0.281,0.375,0.867,0.893,44,51,26,23,11,10,2020-21,Away
2021-04-28,Philadelphia 76ers,Atlanta Hawks,127,83,0.539,0.333,0.444,0.316,0.682,0.793,46,47,29,17,7,14,2020-21,Home
2021-04-29,Houston Rockets,Milwaukee Bucks,143,136,0.5,0.527,0.543,0.41,0.833,0.88,52,38,23,27,18,14,2020-21,Home
2021-04-29,Oklahoma City Thunder,New Orleans Pelicans,95,109,0.382,0.446,0.282,0.172,0.8,0.737,53,56,18,26,22,12,2020-21,Away
2021-04-29,Indiana Pacers,Brooklyn Nets,113,130,0.427,0.528,0.282,0.343,0.952,0.857,38,50,23,35,10,13,2020-21,Away
2021-04-29,Detroit Pistons,Dallas Mavericks,105,115,0.507,0.449,0.345,0.433,0.676,0.957,39,35,26,22,18,11,2020-21,Away
2021-04-29,Minnesota Timberwolves,Golden State Warriors,126,114,0.457,0.494,0.488,0.395,0.69,0.714,57,34,31,28,13,10,2020-21,Home
2021-04-29,Denver Nuggets,Toronto Raptors,121,111,0.473,0.482,0.343,0.5,0.808,0.833,47,36,22,27,11,15,2020-21,Home
2021-04-30,Memphis Grizzlies,Orlando Magic,92,75,0.343,0.314,0.282,0.231,0.813,0.75,57,56,25,16,8,20,2020-21,Home
2021-04-30,Chicago Bulls,Milwaukee Bucks,98,108,0.385,0.467,0.303,0.36,0.667,0.75,50,51,23,24,10,10,2020-21,Away
2021-04-30,Philadelphia 76ers,Atlanta Hawks,126,104,0.465,0.439,0.357,0.357,0.846,0.786,50,46,27,19,8,16,2020-21,Home
2021-04-30,Cleveland Cavaliers,Washington Wizards,93,122,0.415,0.5,0.212,0.444,0.643,0.846,46,46,19,31,24,12,2020-21,Away
2021-04-30,Boston Celtics,San Antonio Spurs,143,140,0.467,0.533,0.474,0.458,0.75,0.816,52,43,31,29,13,11,2020-21,Home
2021-04-30,Los Angeles Lakers,Sacramento Kings,106,110,0.506,0.453,0.25,0.364,0.714,0.909,43,37,24,29,21,17,2020-21,Away
2021-04-30,Brooklyn Nets,Portland Trail Blazers,109,128,0.421,0.516,0.317,0.444,0.842,0.9,42,50,20,24,8,10,2020-21,Away
2021-04-30,Phoenix Suns,Utah Jazz,121,100,0.545,0.438,0.333,0.359,0.737,0.889,44,36,27,22,11,13,2020-21,Home
2021-05-01,Atlanta Hawks,Chicago Bulls,108,97,0.5,0.471,0.389,0.25,0.769,0.647,44,39,19,22,14,13,2020-21,Home
2021-05-01,Minnesota Timberwolves,New Orleans Pelicans,136,140,0.453,0.511,0.313,0.389,0.781,0.696,51,52,35,34,16,21,2020-21,Away
2021-05-01,Dallas Mavericks,Washington Wizards,125,124,0.54,0.516,0.447,0.316,0.636,0.774,36,46,31,19,11,10,2020-21,Home
2021-05-01,Utah Jazz,Toronto Raptors,106,102,0.474,0.447,0.415,0.364,0.833,0.667,49,39,20,26,20,10,2020-21,Home
2021-05-01,Houston Rockets,Golden State Warriors,87,113,0.36,0.464,0.214,0.391,0.636,0.708,49,50,20,32,18,17,2020-21,Away
2021-05-01,Orlando Magic,Memphis Grizzlies,112,111,0.447,0.458,0.44,0.345,0.893,0.619,37,55,20,21,10,16,2020-21,Home
2021-05-01,LA Clippers,Denver Nuggets,104,110,0.434,0.488,0.412,0.375,0.75,0.952,39,44,21,26,6,10,2020-21,Away
2021-05-01,Charlotte Hornets,Detroit Pistons,107,94,0.483,0.385,0.378,0.351,0.45,0.647,54,43,24,27,13,10,2020-21,Home
2021-05-01,Cleveland Cavaliers,Miami Heat,107,124,0.5,0.54,0.5,0.5,0.765,0.8,39,37,30,30,18,8,2020-21,Away
2021-05-01,Oklahoma City Thunder,Indiana Pacers,95,152,0.342,0.655,0.211,0.636,0.478,0.773,48,53,23,41,14,17,2020-21,Away
2021-05-02,Boston Celtics,Portland Trail Blazers,119,129,0.483,0.518,0.513,0.5,0.867,0.846,45,36,29,27,18,9,2020-21,Away
2021-05-02,Houston Rockets,New York Knicks,97,122,0.43,0.523,0.229,0.514,0.656,0.875,47,38,19,22,17,13,2020-21,Away
2021-05-02,Charlotte Hornets,Miami Heat,111,121,0.494,0.511,0.424,0.289,0.773,0.741,39,42,30,30,14,11,2020-21,Away
2021-05-02,Los Angeles Lakers,Toronto Raptors,114,121,0.482,0.447,0.379,0.395,0.677,0.71,44,49,32,24,14,12,2020-21,Away
2021-05-02,Dallas Mavericks,Sacramento Kings,99,111,0.42,0.556,0.171,0.393,0.806,0.625,40,38,16,27,16,19,2020-21,Away
2021-05-02,Milwaukee Bucks,Brooklyn Nets,117,114,0.49,0.427,0.405,0.405,0.5,0.882,45,53,19,18,10,16,2020-21,Home
2021-05-02,Oklahoma City Thunder,Phoenix Suns,120,123,0.489,0.536,0.433,0.387,0.708,0.778,47,39,23,27,15,10,2020-21,Away
2021-05-02,San Antonio Spurs,Philadelphia 76ers,111,113,0.448,0.447,0.387,0.367,0.765,0.72,48,49,20,23,13,12,2020-21,Away
2021-05-03,New Orleans Pelicans,Golden State Warriors,108,123,0.433,0.534,0.2,0.386,0.781,0.857,47,38,20,31,16,14,2020-21,Away
2021-05-03,Memphis Grizzlies,New York Knicks,104,118,0.395,0.506,0.39,0.519,0.833,0.778,46,45,26,19,12,8,2020-21,Away
2021-05-03,Chicago Bulls,Philadelphia 76ers,94,106,0.414,0.533,0.324,0.393,0.786,0.714,40,44,25,23,15,16,2020-21,Away
2021-05-03,Washington Wizards,Indiana Pacers,154,141,0.612,0.495,0.409,0.519,0.792,0.84,44,45,50,28,16,17,2020-21,Home
2021-05-03,Los Angeles Lakers,Denver Nuggets,93,89,0.438,0.439,0.433,0.25,0.696,0.688,43,41,18,22,20,12,2020-21,Home
2021-05-03,Utah Jazz,San Antonio Spurs,110,99,0.5,0.467,0.306,0.278,0.688,1.0,50,37,22,25,15,13,2020-21,Home
2021-05-03,Atlanta Hawks,Portland Trail Blazers,123,114,0.524,0.453,0.488,0.415,0.833,0.786,49,39,32,25,11,8,2020-21,Home
2021-05-03,Detroit Pistons,Orlando Magic,112,119,0.473,0.511,0.314,0.435,0.722,0.76,42,48,24,27,11,10,2020-21,Away
2021-05-04,New Orleans Pelicans,Golden State Warriors,108,103,0.402,0.419,0.4,0.377,0.818,0.714,57,48,28,22,12,18,2020-21,Home
2021-05-04,Milwaukee Bucks,Brooklyn Nets,124,118,0.449,0.488,0.378,0.465,0.815,0.615,55,39,23,21,12,13,2020-21,Home
2021-05-04,Cleveland Cavaliers,Phoenix Suns,118,134,0.456,0.524,0.448,0.387,0.852,0.923,42,48,29,35,17,7,2020-21,Away
2021-05-04,Detroit Pistons,Charlotte Hornets,99,102,0.459,0.409,0.281,0.258,0.6,0.75,46,51,21,23,13,8,2020-21,Away
2021-05-04,Miami Heat,Dallas Mavericks,113,127,0.464,0.529,0.439,0.458,0.81,0.722,39,44,30,26,12,13,2020-21,Away
2021-05-04,LA Clippers,Toronto Raptors,105,100,0.52,0.46,0.441,0.343,0.923,0.615,42,37,28,22,18,12,2020-21,Home
2021-05-04,Oklahoma City Thunder,Sacramento Kings,99,103,0.357,0.411,0.306,0.279,0.72,0.813,57,49,21,25,9,12,2020-21,Away
2021-05-05,Utah Jazz,San Antonio Spurs,126,94,0.557,0.402,0.439,0.304,0.714,0.65,53,35,24,22,14,7,2020-21,Home
2021-05-05,Indiana Pacers,Sacramento Kings,93,104,0.434,0.453,0.36,0.25,0.706,0.714,48,48,26,21,22,11,2020-21,Away
2021-05-05,Minnesota Timberwolves,Memphis Grizzlies,135,139,0.521,0.536,0.487,0.483,0.818,0.75,41,46,32,30,14,13,2020-21,Away
2021-05-05,Orlando Magic,Boston Celtics,96,132,0.388,0.531,0.24,0.467,0.857,0.75,45,45,13,28,17,11,2020-21,Away
2021-05-05,Denver Nuggets,New York Knicks,113,97,0.381,0.384,0.308,0.371,0.818,0.667,63,42,23,18,13,15,2020-21,Home
2021-05-05,Milwaukee Bucks,Washington Wizards,135,134,0.539,0.49,0.486,0.364,0.75,0.744,45,43,30,27,19,7,2020-21,Home
2021-05-05,Atlanta Hawks,Phoenix Suns,135,103,0.631,0.418,0.5,0.375,0.889,0.862,46,30,35,19,11,9,2020-21,Home
2021-05-05,Cleveland Cavaliers,Portland Trail Blazers,105,141,0.402,0.576,0.342,0.485,0.692,0.76,42,54,23,26,8,10,2020-21,Away
2021-05-05,Houston Rockets,Philadelphia 76ers,115,135,0.452,0.532,0.378,0.429,0.778,0.909,38,47,28,26,13,9,2020-21,Away
2021-05-06,Indiana Pacers,Atlanta Hawks,133,126,0.621,0.511,0.4,0.405,0.895,0.833,36,34,35,27,15,12,2020-21,Home
2021-05-06,Golden State Warriors,Oklahoma City Thunder,118,97,0.488,0.409,0.404,0.231,0.833,0.8,49,39,36,21,13,9,2020-21,Home
2021-05-06,Charlotte Hornets,Chicago Bulls,99,120,0.422,0.505,0.457,0.486,0.389,0.588,45,56,29,33,15,17,2020-21,Away
2021-05-06,Detroit Pistons,Memphis Grizzlies,111,97,0.53,0.427,0.393,0.27,0.857,0.647,39,42,24,25,11,15,2020-21,Home
2021-05-06,LA Clippers,Los Angeles Lakers,118,94,0.532,0.379,0.419,0.278,0.885,0.621,48,34,23,21,22,10,2020-21,Home
2021-05-06,Toronto Raptors,Washington Wizards,129,131,0.448,0.436,0.368,0.433,0.778,0.837,50,47,23,29,12,13,2020-21,Away
2021-05-06,Dallas Mavericks,Brooklyn Nets,113,109,0.449,0.432,0.441,0.351,0.692,0.933,51,51,23,18,12,13,2020-21,Home
2021-05-07,Chicago Bulls,Boston Celtics,121,99,0.434,0.407,0.45,0.282,0.944,0.783,52,47,26,19,9,13,2020-21,Home
2021-05-07,Milwaukee Bucks,Houston Rockets,141,133,0.537,0.5,0.413,0.472,0.87,0.667,53,37,30,36,17,16,2020-21,Home
2021-05-07,Utah Jazz,Denver Nuggets,127,120,0.483,0.518,0.457,0.447,0.87,0.85,38,38,27,31,10,17,2020-21,Home
2021-05-07,Sacramento Kings,San Antonio Spurs,104,113,0.488,0.517,0.406,0.182,0.6,0.895,35,44,27,20,16,13,2020-21,Away
2021-05-07,Miami Heat,Minnesota Timberwolves,121,112,0.506,0.482,0.406,0.27,0.741,0.667,37,41,27,27,14,16,2020-21,Home
2021-05-07,Philadelphia 76ers,New Orleans Pelicans,109,107,0.447,0.406,0.429,0.25,0.818,0.727,51,52,27,26,15,10,2020-21,Home
2021-05-07,Phoenix Suns,New York Knicks,128,105,0.467,0.452,0.439,0.344,0.96,0.783,45,41,26,24,5,13,2020-21,Home
2021-05-07,Charlotte Hornets,Orlando Magic,122,112,0.494,0.418,0.273,0.3,0.758,0.75,51,47,28,19,11,6,2020-21,Home
2021-05-07,Dallas Mavericks,Cleveland Cavaliers,110,90,0.494,0.386,0.313,0.207,0.818,0.769,45,43,21,17,9,14,2020-21,Home
2021-05-07,Portland Trail Blazers,Los Angeles Lakers,106,101,0.42,0.416,0.324,0.367,0.952,0.727,44,49,22,19,8,14,2020-21,Home
2021-05-08,Philadelphia 76ers,Detroit Pistons,118,104,0.488,0.488,0.3,0.324,0.871,0.688,44,44,22,22,10,16,2020-21,Home
2021-05-08,Portland Trail Blazers,San Antonio Spurs,124,102,0.464,0.398,0.353,0.267,0.733,0.87,63,40,24,17,8,7,2020-21,Home
2021-05-08,Denver Nuggets,Brooklyn Nets,119,125,0.457,0.621,0.341,0.516,0.913,0.818,33,35,21,27,12,17,2020-21,Away
2021-05-08,Utah Jazz,Houston Rockets,124,116,0.529,0.439,0.395,0.353,0.905,0.706,49,40,28,25,17,8,2020-21,Home
2021-05-08,Golden State Warriors,Oklahoma City Thunder,136,97,0.58,0.404,0.5,0.243,0.833,0.6,46,41,31,21,18,13,2020-21,Home
2021-05-08,Indiana Pacers,Washington Wizards,132,133,0.481,0.445,0.241,0.281,0.833,0.867,49,60,33,26,13,15,2020-21,Away
2021-05-08,Toronto Raptors,Memphis Grizzlies,99,109,0.383,0.447,0.313,0.326,0.708,0.731,46,56,18,24,11,17,2020-21,Away
2021-05-09,Sacramento Kings,Oklahoma City Thunder,126,98,0.529,0.391,0.444,0.297,0.833,0.655,51,38,30,23,14,14,2020-21,Home
2021-05-09,Orlando Magic,Minnesota Timberwolves,96,128,0.396,0.485,0.25,0.356,0.682,0.75,45,57,20,30,13,10,2020-21,Away
2021-05-09,Detroit Pistons,Chicago Bulls,96,108,0.456,0.512,0.407,0.375,0.591,0.714,37,43,22,27,13,8,2020-21,Away
2021-05-09,Cleveland Cavaliers,Dallas Mavericks,97,124,0.384,0.538,0.355,0.385,0.645,0.818,38,42,18,33,14,10,2020-21,Away
2021-05-09,Charlotte Hornets,New Orleans Pelicans,110,112,0.442,0.469,0.351,0.324,0.722,0.455,46,51,22,26,17,16,2020-21,Away
2021-05-09,LA Clippers,New York Knicks,100,106,0.43,0.467,0.343,0.406,0.875,1.0,43,45,24,25,13,10,2020-21,Away
2021-05-09,Los Angeles Lakers,Phoenix Suns,123,110,0.488,0.534,0.433,0.44,0.78,0.84,41,32,24,23,13,15,2020-21,Home
2021-05-09,Boston Celtics,Miami Heat,124,130,0.542,0.573,0.368,0.457,0.8,0.909,34,35,29,30,14,11,2020-21,Away
2021-05-10,Golden State Warriors,Utah Jazz,119,116,0.466,0.451,0.333,0.295,0.92,0.875,41,48,26,14,10,14,2020-21,Home
2021-05-10,San Antonio Spurs,Milwaukee Bucks,146,125,0.596,0.5,0.586,0.317,0.81,0.783,46,34,27,26,12,7,2020-21,Home
2021-05-10,Cleveland Cavaliers,Indiana Pacers,102,111,0.355,0.5,0.333,0.407,0.767,0.75,50,47,21,32,10,11,2020-21,Away
2021-05-10,Atlanta Hawks,Washington Wizards,125,124,0.479,0.51,0.333,0.5,0.885,0.818,55,42,23,28,12,9,2020-21,Home
2021-05-10,Memphis Grizzlies,New Orleans Pelicans,115,110,0.495,0.443,0.3,0.435,0.593,0.667,49,50,33,29,10,12,2020-21,Home
2021-05-10,Portland Trail Blazers,Houston Rockets,140,129,0.511,0.494,0.45,0.474,0.8,0.964,47,44,30,30,9,13,2020-21,Home
2021-05-11,Toronto Raptors,LA Clippers,96,115,0.407,0.5,0.27,0.344,0.842,1.0,35,49,21,25,13,16,2020-21,Away
2021-05-11,Chicago Bulls,Brooklyn Nets,107,115,0.406,0.472,0.409,0.364,0.786,0.76,45,51,21,32,9,7,2020-21,Away
2021-05-11,Sacramento Kings,Oklahoma City Thunder,122,106,0.512,0.464,0.487,0.391,0.789,0.679,40,45,28,22,15,18,2020-21,Home
2021-05-11,Detroit Pistons,Minnesota Timberwolves,100,119,0.467,0.459,0.435,0.292,0.769,0.714,46,44,21,30,28,15,2020-21,Away
2021-05-11,Golden State Warriors,Phoenix Suns,122,116,0.495,0.519,0.275,0.432,0.85,0.9,40,36,33,26,8,10,2020-21,Home
2021-05-11,Los Angeles Lakers,New York Knicks,101,99,0.416,0.391,0.429,0.345,0.789,0.913,53,41,31,19,18,9,2020-21,Home
2021-05-11,Charlotte Hornets,Denver Nuggets,112,117,0.462,0.494,0.282,0.394,0.85,0.846,49,38,30,26,17,17,2020-21,Away
