Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2023-12-22,Olympiacos,ASVEL,85.0,73.0,2023-24,,,,,,,,,,,,,Home
2023-12-22,Panathinaikos,Olimpia Milano,76.0,68.0,2023-24,,,,,,,,,,,,,Home
2023-12-22,Fenerbahce,ALBA Berlin,91.0,82.0,2023-24,,,,,,,,,,,,,Home
2023-12-22,Baskonia,Efes,87.0,80.0,2023-24,,,,,,,,,,,,,Home
2023-12-22,Monaco,Bayern Munich,91.0,80.0,2023-24,,,,,,,,,,,,,Home
2023-12-28,Maccabi Tel Aviv,Zalgiris,78.0,70.0,2023-24,,,,,,,,,,,,,Home
2023-12-28,Fenerbahce,Efes,89.0,84.0,2023-24,,,,,,,,,,,,,Home
2023-12-28,Valencia,Bayern Munich,84.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-12-28,Baskonia,Olimpia Milano,67.0,76.0,2023-24,,,,,,,,,,,,,Away
2023-12-28,Red Star Belgrade,Panathinaikos,65.0,82.0,2023-24,,,,,,,,,,,,,Away
2023-12-28,Real Madrid,ASVEL,77.0,76.0,2023-24,,,,,,,,,,,,,Home
2023-12-28,Virtus Bologna,Partizan,77.0,75.0,2023-24,,,,,,,,,,,,,Home
2023-12-29,Olympiacos,ALBA Berlin,94.0,67.0,2023-24,,,,,,,,,,,,,Home
2023-12-29,Barcelona,Monaco,71.0,91.0,2023-24,,,,,,,,,,,,,Away
2024-01-02,ALBA Berlin,Zalgiris,71.0,77.0,2023-24,,,,,,,,,,,,,Away
2024-01-02,Red Star Belgrade,Fenerbahce,85.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-01-02,Olimpia Milano,Olympiacos,74.0,79.0,2023-24,,,,,,,,,,,,,Away
2024-01-02,ASVEL,Partizan,77.0,90.0,2023-24,,,,,,,,,,,,,Away
2024-01-02,Monaco,Maccabi Tel Aviv,83.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-01-03,Real Madrid,Barcelona,78.0,83.0,2023-24,,,,,,,,,,,,,Away
2024-01-03,Efes,Valencia,88.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-01-03,Bayern Munich,Virtus Bologna,83.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-01-03,Panathinaikos,Baskonia,73.0,75.0,2023-24,,,,,,,,,,,,,Away
2024-01-04,Monaco,Olympiacos,73.0,75.0,2023-24,,,,,,,,,,,,,Away
2024-01-04,Partizan,Red Star Belgrade,72.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-01-04,Maccabi Tel Aviv,Fenerbahce,74.0,109.0,2023-24,,,,,,,,,,,,,Away
2024-01-04,Zalgiris,ASVEL,79.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-01-05,Efes,Real Madrid,126.0,130.0,2023-24,,,,,,,,,,,,,Away
2024-01-05,Bayern Munich,Olimpia Milano,62.0,76.0,2023-24,,,,,,,,,,,,,Away
2024-01-05,Panathinaikos,Valencia,82.0,81.0,2023-24,,,,,,,,,,,,,Home
2024-01-05,Virtus Bologna,ALBA Berlin,83.0,68.0,2023-24,,,,,,,,,,,,,Home
2024-01-05,Baskonia,Barcelona,85.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-01-09,Zalgiris,Valencia,84.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-01-09,Partizan,Fenerbahce,76.0,91.0,2023-24,,,,,,,,,,,,,Away
2024-01-09,Efes,Panathinaikos,76.0,83.0,2023-24,,,,,,,,,,,,,Away
2024-01-09,Red Star Belgrade,ASVEL,91.0,100.0,2023-24,,,,,,,,,,,,,Away
2024-01-09,ALBA Berlin,Olimpia Milano,76.0,82.0,2023-24,,,,,,,,,,,,,Away
2024-01-09,Real Madrid,Bayern Munich,92.0,71.0,2023-24,,,,,,,,,,,,,Home
2024-01-09,Baskonia,Monaco,83.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-01-10,Olympiacos,Barcelona,78.0,86.0,2023-24,,,,,,,,,,,,,Away
2024-01-10,Virtus Bologna,Maccabi Tel Aviv,78.0,95.0,2023-24,,,,,,,,,,,,,Away
2024-01-11,Red Star Belgrade,Olimpia Milano,76.0,62.0,2023-24,,,,,,,,,,,,,Home
2024-01-11,Monaco,Panathinaikos,63.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-01-11,Valencia,Real Madrid,86.0,96.0,2023-24,,,,,,,,,,,,,Away
2024-01-11,Bayern Munich,Fenerbahce,91.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-01-12,Olympiacos,Baskonia,69.0,80.0,2023-24,,,,,,,,,,,,,Away
2024-01-12,ALBA Berlin,ASVEL,88.0,63.0,2023-24,,,,,,,,,,,,,Home
2024-01-12,Virtus Bologna,Efes,75.0,99.0,2023-24,,,,,,,,,,,,,Away
2024-01-12,Zalgiris,Barcelona,73.0,91.0,2023-24,,,,,,,,,,,,,Away
2024-01-12,Maccabi Tel Aviv,Partizan,79.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-01-18,Bayern Munich,ALBA Berlin,82.0,65.0,2023-24,,,,,,,,,,,,,Home
2024-01-18,Barcelona,Efes,74.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-01-18,Maccabi Tel Aviv,Olympiacos,72.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-01-18,Baskonia,Red Star Belgrade,91.0,90.0,2023-24,,,,,,,,,,,,,Home
2024-01-18,ASVEL,Virtus Bologna,63.0,73.0,2023-24,,,,,,,,,,,,,Away
2024-01-19,Real Madrid,Monaco,74.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-01-19,Partizan,Panathinaikos,71.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-01-19,Olimpia Milano,Valencia,72.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-01-19,Fenerbahce,Zalgiris,75.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-01-25,Virtus Bologna,Fenerbahce,75.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-01-25,Olympiacos,Real Madrid,85.0,90.0,2023-24,,,,,,,,,,,,,Away
2024-01-25,ASVEL,Bayern Munich,76.0,64.0,2023-24,,,,,,,,,,,,,Home
2024-01-25,Red Star Belgrade,ALBA Berlin,80.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-01-25,Panathinaikos,Maccabi Tel Aviv,75.0,90.0,2023-24,,,,,,,,,,,,,Away
2024-01-26,Monaco,Efes,80.0,78.0,2023-24,,,,,,,,,,,,,Home
2024-01-26,Barcelona,Olimpia Milano,70.0,74.0,2023-24,,,,,,,,,,,,,Away
2024-01-26,Zalgiris,Partizan,72.0,81.0,2023-24,,,,,,,,,,,,,Away
2024-01-26,Valencia,Baskonia,77.0,62.0,2023-24,,,,,,,,,,,,,Home
2024-01-30,Fenerbahce,ASVEL,83.0,73.0,2023-24,,,,,,,,,,,,,Home
2024-01-30,Baskonia,Bayern Munich,109.0,112.0,2023-24,,,,,,,,,,,,,Away
2024-01-30,ALBA Berlin,Olympiacos,87.0,101.0,2023-24,,,,,,,,,,,,,Away
2024-01-30,Maccabi Tel Aviv,Real Madrid,101.0,106.0,2023-24,,,,,,,,,,,,,Away
2024-01-30,Valencia,Red Star Belgrade,64.0,82.0,2023-24,,,,,,,,,,,,,Away
2024-01-31,Efes,Zalgiris,70.0,96.0,2023-24,,,,,,,,,,,,,Away
2024-01-31,Olimpia Milano,Panathinaikos,62.0,79.0,2023-24,,,,,,,,,,,,,Away
2024-01-31,Virtus Bologna,Barcelona,57.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-01-31,Partizan,Monaco,70.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-02-01,Valencia,ALBA Berlin,81.0,66.0,2023-24,,,,,,,,,,,,,Home
2024-02-01,Olympiacos,Bayern Munich,76.0,72.0,2023-24,,,,,,,,,,,,,Home
2024-02-01,ASVEL,Real Madrid,79.0,86.0,2023-24,,,,,,,,,,,,,Away
2024-02-01,Maccabi Tel Aviv,Baskonia,82.0,92.0,2023-24,,,,,,,,,,,,,Away
2024-02-02,Olimpia Milano,Efes,73.0,79.0,2023-24,,,,,,,,,,,,,Away
2024-02-02,Fenerbahce,Monaco,69.0,76.0,2023-24,,,,,,,,,,,,,Away
2024-02-02,Barcelona,Red Star Belgrade,85.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-02-02,Partizan,Virtus Bologna,84.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-02-02,Panathinaikos,Zalgiris,68.0,80.0,2023-24,,,,,,,,,,,,,Away
2024-02-08,ASVEL,Baskonia,80.0,94.0,2023-24,,,,,,,,,,,,,Away
2024-02-08,Olympiacos,Valencia,78.0,65.0,2023-24,,,,,,,,,,,,,Home
2024-02-08,Real Madrid,Olimpia Milano,76.0,81.0,2023-24,,,,,,,,,,,,,Away
2024-02-08,Maccabi Tel Aviv,Efes,91.0,105.0,2023-24,,,,,,,,,,,,,Away
2024-02-08,Bayern Munich,Partizan,79.0,78.0,2023-24,,,,,,,,,,,,,Home
2024-02-09,ALBA Berlin,Barcelona,77.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-02-09,Fenerbahce,Panathinaikos,63.0,74.0,2023-24,,,,,,,,,,,,,Away
2024-02-09,Zalgiris,Red Star Belgrade,93.0,91.0,2023-24,,,,,,,,,,,,,Home
2024-02-09,Monaco,Virtus Bologna,81.0,78.0,2023-24,,,,,,,,,,,,,Home
2024-02-29,Maccabi Tel Aviv,ALBA Berlin,106.0,71.0,2023-24,,,,,,,,,,,,,Home
2024-02-29,Efes,Partizan,90.0,100.0,2023-24,,,,,,,,,,,,,Away
2024-02-29,Panathinaikos,Real Madrid,97.0,86.0,2023-24,,,,,,,,,,,,,Home
2024-02-29,Valencia,Virtus Bologna,74.0,87.0,2023-24,,,,,,,,,,,,,Away
2024-03-01,Olimpia Milano,ASVEL,77.0,81.0,2023-24,,,,,,,,,,,,,Away
2024-03-01,Baskonia,Fenerbahce,96.0,111.0,2023-24,,,,,,,,,,,,,Away
2024-03-01,Olympiacos,Zalgiris,95.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-03-01,Monaco,Barcelona,77.0,67.0,2023-24,,,,,,,,,,,,,Home
2024-03-01,Red Star Belgrade,Bayern Munich,66.0,74.0,2023-24,,,,,,,,,,,,,Away
2024-03-07,Barcelona,Valencia,88.0,78.0,2023-24,,,,,,,,,,,,,Home
2024-03-07,Fenerbahce,Real Madrid,89.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-03-07,Virtus Bologna,Olympiacos,69.0,74.0,2023-24,,,,,,,,,,,,,Away
2024-03-07,Bayern Munich,Efes,86.0,109.0,2023-24,,,,,,,,,,,,,Away
2024-03-07,Zalgiris,Maccabi Tel Aviv,76.0,83.0,2023-24,,,,,,,,,,,,,Away
2024-03-07,Red Star Belgrade,Monaco,80.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-03-08,Partizan,Olimpia Milano,83.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-03-08,ASVEL,Panathinaikos,67.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-03-08,ALBA Berlin,Baskonia,71.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-03-14,Monaco,ALBA Berlin,90.0,82.0,2023-24,,,,,,,,,,,,,Home
2024-03-14,Partizan,Barcelona,76.0,94.0,2023-24,,,,,,,,,,,,,Away
2024-03-14,Panathinaikos,Olympiacos,65.0,71.0,2023-24,,,,,,,,,,,,,Away
2024-03-14,Maccabi Tel Aviv,Red Star Belgrade,84.0,80.0,2023-24,,,,,,,,,,,,,Home
2024-03-14,Valencia,Fenerbahce,88.0,118.0,2023-24,,,,,,,,,,,,,Away
2024-03-14,Olimpia Milano,Baskonia,73.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-03-15,Real Madrid,Virtus Bologna,89.0,74.0,2023-24,,,,,,,,,,,,,Home
2024-03-15,Zalgiris,Bayern Munich,58.0,64.0,2023-24,,,,,,,,,,,,,Away
2024-03-15,Efes,ASVEL,80.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-03-19,Real Madrid,ALBA Berlin,86.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-03-19,Olympiacos,Efes,72.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-03-19,ASVEL,Maccabi Tel Aviv,90.0,98.0,2023-24,,,,,,,,,,,,,Away
2024-03-19,Baskonia,Partizan,83.0,87.0,2023-24,,,,,,,,,,,,,Away
2024-03-19,Virtus Bologna,Zalgiris,81.0,96.0,2023-24,,,,,,,,,,,,,Away
2024-03-20,Bayern Munich,Valencia,68.0,70.0,2023-24,,,,,,,,,,,,,Away
2024-03-20,Olimpia Milano,Monaco,98.0,80.0,2023-24,,,,,,,,,,,,,Home
2024-03-20,Panathinaikos,Red Star Belgrade,89.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-03-20,Barcelona,Fenerbahce,74.0,88.0,2023-24,,,,,,,,,,,,,Away
2024-03-21,ASVEL,Olympiacos,64.0,80.0,2023-24,,,,,,,,,,,,,Away
2024-03-21,Real Madrid,Partizan,88.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-03-21,ALBA Berlin,Efes,84.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-03-21,Baskonia,Zalgiris,76.0,94.0,2023-24,,,,,,,,,,,,,Away
2024-03-22,Barcelona,Panathinaikos,81.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-03-22,Valencia,Monaco,78.0,79.0,2023-24,,,,,,,,,,,,,Away
2024-03-22,Virtus Bologna,Red Star Belgrade,79.0,94.0,2023-24,,,,,,,,,,,,,Away
2024-03-22,Maccabi Tel Aviv,Bayern Munich,89.0,74.0,2023-24,,,,,,,,,,,,,Home
2024-03-22,Fenerbahce,Olimpia Milano,76.0,77.0,2023-24,,,,,,,,,,,,,Away
2024-03-27,Valencia,Maccabi Tel Aviv,80.0,95.0,2023-24,,,,,,,,,,,,,Away
2024-03-28,Barcelona,Bayern Munich,87.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-03-28,Olympiacos,Partizan,74.0,69.0,2023-24,,,,,,,,,,,,,Home
2024-03-28,Monaco,ASVEL,87.0,77.0,2023-24,,,,,,,,,,,,,Home
2024-03-28,Efes,Baskonia,97.0,76.0,2023-24,,,,,,,,,,,,,Home
2024-03-28,Olimpia Milano,Zalgiris,73.0,87.0,2023-24,,,,,,,,,,,,,Away
2024-03-29,Red Star Belgrade,Real Madrid,94.0,101.0,2023-24,,,,,,,,,,,,,Away
2024-03-29,ALBA Berlin,Fenerbahce,68.0,103.0,2023-24,,,,,,,,,,,,,Away
2024-03-29,Panathinaikos,Virtus Bologna,81.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-04-04,Olympiacos,Red Star Belgrade,89.0,86.0,2023-24,,,,,,,,,,,,,Home
2024-04-04,Zalgiris,Monaco,66.0,69.0,2023-24,,,,,,,,,,,,,Away
2024-04-04,ASVEL,Valencia,98.0,69.0,2023-24,,,,,,,,,,,,,Home
2024-04-04,Partizan,ALBA Berlin,94.0,83.0,2023-24,,,,,,,,,,,,,Home
2024-04-04,Maccabi Tel Aviv,Barcelona,89.0,92.0,2023-24,,,,,,,,,,,,,Away
2024-04-05,Panathinaikos,Bayern Munich,82.0,75.0,2023-24,,,,,,,,,,,,,Home
2024-04-05,Virtus Bologna,Olimpia Milano,75.0,90.0,2023-24,,,,,,,,,,,,,Away
2024-04-05,Baskonia,Real Madrid,95.0,91.0,2023-24,,,,,,,,,,,,,Home
2024-04-05,Efes,Fenerbahce,82.0,80.0,2023-24,,,,,,,,,,,,,Home
2024-04-11,Red Star Belgrade,Efes,55.0,100.0,2023-24,,,,,,,,,,,,,Away
2024-04-11,Olimpia Milano,Maccabi Tel Aviv,86.0,92.0,2023-24,,,,,,,,,,,,,Away
2024-04-11,Bayern Munich,Monaco,85.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-04-11,ALBA Berlin,Panathinaikos,75.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-04-11,Real Madrid,Zalgiris,64.0,62.0,2023-24,,,,,,,,,,,,,Home
2024-04-12,Barcelona,ASVEL,72.0,76.0,2023-24,,,,,,,,,,,,,Away
2024-04-12,Fenerbahce,Olympiacos,81.0,84.0,2023-24,,,,,,,,,,,,,Away
2024-04-12,Valencia,Partizan,66.0,79.0,2023-24,,,,,,,,,,,,,Away
2024-04-12,Baskonia,Virtus Bologna,95.0,91.0,2023-24,,,,,,,,,,,,,Home
2024-04-16,Baskonia,Maccabi Tel Aviv,85.0,113.0,2023-24,,,,,,,,,,,,,Away
2024-04-16,Virtus Bologna,Efes,67.0,64.0,2023-24,,,,,,,,,,,,,Home
2024-04-19,Virtus Bologna,Baskonia,77.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-04-23,Maccabi Tel Aviv,Panathinaikos,91.0,87.0,2023-24,,,,,,,,,,,,,Home
2024-04-23,Baskonia,Real Madrid,74.0,90.0,2023-24,,,,,,,,,,,,,Away
2024-04-24,Olympiacos,Barcelona,77.0,75.0,2023-24,,,,,,,,,,,,,Home
2024-04-24,Fenerbahce,Monaco,95.0,91.0,2023-24,,,,,,,,,,,,,Home
2024-04-25,Maccabi Tel Aviv,Panathinaikos,79.0,95.0,2023-24,,,,,,,,,,,,,Away
2024-04-25,Baskonia,Real Madrid,90.0,101.0,2023-24,,,,,,,,,,,,,Away
2024-04-26,Olympiacos,Barcelona,69.0,77.0,2023-24,,,,,,,,,,,,,Away
2024-04-26,Fenerbahce,Monaco,88.0,93.0,2023-24,,,,,,,,,,,,,Away
2024-04-30,Panathinaikos,Maccabi Tel Aviv,83.0,85.0,2023-24,,,,,,,,,,,,,Away
2024-04-30,Barcelona,Olympiacos,82.0,80.0,2023-24,,,,,,,,,,,,,Home
2024-05-01,Monaco,Fenerbahce,78.0,89.0,2023-24,,,,,,,,,,,,,Away
2024-05-01,Real Madrid,Baskonia,102.0,98.0,2023-24,,,,,,,,,,,,,Home
2024-05-02,Barcelona,Olympiacos,58.0,92.0,2023-24,,,,,,,,,,,,,Away
2024-05-02,Panathinaikos,Maccabi Tel Aviv,95.0,88.0,2023-24,,,,,,,,,,,,,Home
2024-05-03,Monaco,Fenerbahce,65.0,62.0,2023-24,,,,,,,,,,,,,Home
2024-05-07,Maccabi Tel Aviv,Panathinaikos,72.0,81.0,2023-24,,,,,,,,,,,,,Away
2024-05-08,Olympiacos,Barcelona,63.0,59.0,2023-24,,,,,,,,,,,,,Home
2024-05-08,Fenerbahce,Monaco,80.0,79.0,2023-24,,,,,,,,,,,,,Home
2024-05-24,Fenerbahce,Panathinaikos,57.0,73.0,2023-24,,,,,,,,,,,,,Away
2024-05-24,Olympiacos,Real Madrid,76.0,87.0,2023-24,,,,,,,,,,,,,Away
2024-05-26,Fenerbahce,Olympiacos,84.0,87.0,2023-24,,,,,,,,,,,,,Away
2024-05-26,Panathinaikos,Real Madrid,95.0,80.0,2023-24,,,,,,,,,,,,,Home
2024-10-03,Olimpia Milano,Monaco,80.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-10-03,ASVEL,Maccabi Tel Aviv,82.0,89.0,2024-25,,,,,,,,,,,,,Away
2024-10-03,Partizan,Baskonia,82.0,88.0,2024-25,,,,,,,,,,,,,Away
2024-10-03,Panathinaikos,ALBA Berlin,87.0,77.0,2024-25,,,,,,,,,,,,,Home
2024-10-03,Real Madrid,Bayern Munich,89.0,97.0,2024-25,,,,,,,,,,,,,Away
2024-10-03,Barcelona,Zalgiris,67.0,74.0,2024-25,,,,,,,,,,,,,Away
2024-10-04,Efes,Virtus Bologna,76.0,67.0,2024-25,,,,,,,,,,,,,Home
2024-10-04,Olympiacos,Fenerbahce,71.0,82.0,2024-25,,,,,,,,,,,,,Away
2024-10-04,Red Star Belgrade,Paris Basketball,80.0,77.0,2024-25,,,,,,,,,,,,,Home
2024-10-09,Maccabi Tel Aviv,Monaco,79.0,85.0,2024-25,,,,,,,,,,,,,Away
2024-10-09,Baskonia,Red Star Belgrade,71.0,78.0,2024-25,,,,,,,,,,,,,Away
2024-10-10,Fenerbahce,Efes,83.0,78.0,2024-25,,,,,,,,,,,,,Home
2024-10-10,Bayern Munich,Panathinaikos,79.0,94.0,2024-25,,,,,,,,,,,,,Away
2024-10-10,Partizan,Real Madrid,86.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-10-10,Virtus Bologna,ASVEL,85.0,87.0,2024-25,,,,,,,,,,,,,Away
2024-10-11,ALBA Berlin,Barcelona,73.0,88.0,2024-25,,,,,,,,,,,,,Away
2024-10-11,Paris Basketball,Olimpia Milano,74.0,79.0,2024-25,,,,,,,,,,,,,Away
2024-10-11,Zalgiris,Olympiacos,68.0,74.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,Real Madrid,Baskonia,72.0,76.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,Zalgiris,Virtus Bologna,71.0,68.0,2024-25,,,,,,,,,,,,,Home
2024-10-15,Red Star Belgrade,Fenerbahce,76.0,57.0,2024-25,,,,,,,,,,,,,Home
2024-10-15,Bayern Munich,Partizan,78.0,86.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,Olimpia Milano,Olympiacos,68.0,89.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,Efes,Maccabi Tel Aviv,91.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,ASVEL,ALBA Berlin,79.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-10-15,Panathinaikos,Paris Basketball,80.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-10-16,Monaco,Barcelona,71.0,86.0,2024-25,,,,,,,,,,,,,Away
2024-10-17,Panathinaikos,Real Madrid,86.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-10-17,Partizan,Maccabi Tel Aviv,91.0,79.0,2024-25,,,,,,,,,,,,,Home
2024-10-17,Zalgiris,Olimpia Milano,85.0,82.0,2024-25,,,,,,,,,,,,,Home
2024-10-17,Fenerbahce,ALBA Berlin,78.0,71.0,2024-25,,,,,,,,,,,,,Home
2024-10-17,Paris Basketball,Bayern Munich,107.0,109.0,2024-25,,,,,,,,,,,,,Away
2024-10-18,Olympiacos,Efes,89.0,91.0,2024-25,,,,,,,,,,,,,Away
2024-10-18,Virtus Bologna,Monaco,85.0,101.0,2024-25,,,,,,,,,,,,,Away
2024-10-18,Barcelona,Red Star Belgrade,98.0,94.0,2024-25,,,,,,,,,,,,,Home
2024-10-18,Baskonia,ASVEL,69.0,76.0,2024-25,,,,,,,,,,,,,Away
2024-10-23,Virtus Bologna,Partizan,70.0,69.0,2024-25,,,,,,,,,,,,,Home
2024-10-24,Maccabi Tel Aviv,Zalgiris,63.0,78.0,2024-25,,,,,,,,,,,,,Away
2024-10-24,ALBA Berlin,Baskonia,57.0,80.0,2024-25,,,,,,,,,,,,,Away
2024-10-24,Efes,Olimpia Milano,96.0,84.0,2024-25,,,,,,,,,,,,,Home
2024-10-24,Paris Basketball,Monaco,87.0,80.0,2024-25,,,,,,,,,,,,,Home
2024-10-24,Red Star Belgrade,Real Madrid,72.0,95.0,2024-25,,,,,,,,,,,,,Away
2024-10-25,ASVEL,Barcelona,83.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-10-25,Olympiacos,Bayern Munich,80.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-10-25,Panathinaikos,Fenerbahce,81.0,76.0,2024-25,,,,,,,,,,,,,Home
2024-10-29,Paris Basketball,ALBA Berlin,92.0,83.0,2024-25,,,,,,,,,,,,,Home
2024-10-29,Barcelona,Efes,97.0,88.0,2024-25,,,,,,,,,,,,,Home
2024-10-29,Real Madrid,Olympiacos,69.0,79.0,2024-25,,,,,,,,,,,,,Away
2024-10-29,Maccabi Tel Aviv,Fenerbahce,82.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-10-29,Bayern Munich,Virtus Bologna,87.0,84.0,2024-25,,,,,,,,,,,,,Home
2024-10-29,Olimpia Milano,Baskonia,83.0,88.0,2024-25,,,,,,,,,,,,,Away
2024-10-30,ASVEL,Panathinaikos,68.0,92.0,2024-25,,,,,,,,,,,,,Away
2024-10-30,Monaco,Partizan,79.0,74.0,2024-25,,,,,,,,,,,,,Home
2024-10-30,Red Star Belgrade,Zalgiris,84.0,86.0,2024-25,,,,,,,,,,,,,Away
2024-10-31,Barcelona,Olympiacos,74.0,95.0,2024-25,,,,,,,,,,,,,Away
2024-10-31,Virtus Bologna,Olimpia Milano,90.0,99.0,2024-25,,,,,,,,,,,,,Away
2024-10-31,Efes,ALBA Berlin,86.0,70.0,2024-25,,,,,,,,,,,,,Home
2024-10-31,Real Madrid,Maccabi Tel Aviv,78.0,79.0,2024-25,,,,,,,,,,,,,Away
2024-11-01,Baskonia,Paris Basketball,65.0,67.0,2024-25,,,,,,,,,,,,,Away
2024-11-01,Panathinaikos,Red Star Belgrade,81.0,77.0,2024-25,,,,,,,,,,,,,Home
2024-11-01,Partizan,Fenerbahce,72.0,89.0,2024-25,,,,,,,,,,,,,Away
2024-11-01,Bayern Munich,ASVEL,84.0,71.0,2024-25,,,,,,,,,,,,,Home
2024-11-01,Monaco,Zalgiris,62.0,63.0,2024-25,,,,,,,,,,,,,Away
2024-11-07,Zalgiris,Bayern Munich,74.0,77.0,2024-25,,,,,,,,,,,,,Away
2024-11-07,Real Madrid,Olimpia Milano,76.0,85.0,2024-25,,,,,,,,,,,,,Away
2024-11-07,Partizan,Paris Basketball,71.0,74.0,2024-25,,,,,,,,,,,,,Away
2024-11-07,ALBA Berlin,Red Star Belgrade,71.0,92.0,2024-25,,,,,,,,,,,,,Away
2024-11-08,Maccabi Tel Aviv,Virtus Bologna,77.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-11-08,Fenerbahce,ASVEL,77.0,73.0,2024-25,,,,,,,,,,,,,Home
2024-11-08,Olympiacos,Panathinaikos,94.0,89.0,2024-25,,,,,,,,,,,,,Home
2024-11-08,Monaco,Efes,81.0,69.0,2024-25,,,,,,,,,,,,,Home
2024-11-08,Baskonia,Barcelona,68.0,91.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Olimpia Milano,ALBA Berlin,101.0,105.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Red Star Belgrade,Monaco,98.0,90.0,2024-25,,,,,,,,,,,,,Home
2024-11-12,ASVEL,Olympiacos,92.0,94.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Maccabi Tel Aviv,Panathinaikos,87.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Virtus Bologna,Real Madrid,86.0,98.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Bayern Munich,Fenerbahce,76.0,87.0,2024-25,,,,,,,,,,,,,Away
2024-11-12,Efes,Baskonia,89.0,84.0,2024-25,,,,,,,,,,,,,Home
2024-11-13,Zalgiris,Paris Basketball,77.0,83.0,2024-25,,,,,,,,,,,,,Away
2024-11-13,Barcelona,Partizan,87.0,79.0,2024-25,,,,,,,,,,,,,Home
2024-11-14,Red Star Belgrade,ASVEL,74.0,77.0,2024-25,,,,,,,,,,,,,Away
2024-11-14,Efes,Real Madrid,74.0,64.0,2024-25,,,,,,,,,,,,,Home
2024-11-14,Monaco,Baskonia,87.0,75.0,2024-25,,,,,,,,,,,,,Home
2024-11-14,ALBA Berlin,Bayern Munich,88.0,115.0,2024-25,,,,,,,,,,,,,Away
2024-11-14,Olympiacos,Maccabi Tel Aviv,94.0,91.0,2024-25,,,,,,,,,,,,,Home
